term,crn,dept,course_name,campus,course_num,num
201720,3531,ERE,Unified Robotics I,M,ERE_2024,2024
201320,3532,ARC,Thesis 2,M,ARC_6524,6524
201420,3533,ARI,Environmental Psychology,M,ARI_5083,5083
201620,3533,EME,Modern Control Systems,M,EME_5323,5323
201720,3533,EME,Modern Control Systems,M,EME_5323,5323
201420,3534,ARI,IA GS 2,M,ARI_5123,5123
201620,3534,EME,Advanced Dynamics,M,EME_5333,5333
201720,3534,EME,Advanced Dynamics,M,EME_5333,5333
201320,3535,ARC,Independent Study,M,ARC_6882,6882
201420,3535,ARI,IAGS3,M,ARI_5124,5124
201620,3535,BIO,Intro Biol Princip,M,BIO_1153,1153
201720,3535,BIO,Intro Biol Princip,M,BIO_1153,1153
201420,3536,ARI,Adv. ID Studio 2,M,ARI_5824,5824
201320,3537,ARC,Independent Study,M,ARC_6884,6884
201620,3538,BIO,Biology 2,M,BIO_1223,1223
201720,3538,BIO,Biology 2,M,BIO_1223,1223
201320,3539,ARI,Environmental Psychology,M,ARI_5083,5083
201420,3539,ARI,Light. Des. & Res.,M,ARI_5143,5143
201620,3539,BIO,Biology 2 (Honors),M,BIO_1223,1223
201720,3539,BIO,Biology 2 (Honors),M,BIO_1223,1223
201320,3540,ARI,IA GS 2,M,ARI_5123,5123
201420,3540,ARI,Interior Mat'l & Textiles,M,ARI_3123,3123
201420,3541,ARI,Interior Architecture 2,M,ARI_3124,3124
201320,3542,ARI,Adv. ID Studio 2,M,ARI_5824,5824
201420,3542,ARI,Environmental Psych,M,ARI_4123,4123
201620,3542,BIO,Biological Sciences Project 2,M,BIO_4922,4922
201720,3542,BIO,Biological Sciences Projects 2,M,BIO_4922,4922
201420,3543,ARI,Interior Architecture 3,M,ARI_4134,4134
201320,3544,ARI,Interior Mat'l & Textiles,M,ARI_3123,3123
201420,3544,ARI,Interior Architecture 3,DTN,ARI_4134,4134
201620,3544,CHM,Intro Chem Princip,M,CHM_1154,1154
201720,3544,CHM,Intro Chem Princip,M,CHM_1154,1154
201420,3545,ARI,Preservation Technology,M,ARI_4353,4353
201320,3546,ARI,Interior Architecture 2,M,ARI_3124,3124
201420,3546,ART,Sketching for Illustration,M,ART_2223,2223
201620,3546,CHM,University Chemistry 1,M,CHM_1213,1213
201720,3546,CHM,University Chemistry 1,M,CHM_1213,1213
201420,3547,ART,Life Drawing,M,ART_2113,2113
201620,3547,CHM,University Chem 1 Lab,M,CHM_1221,1221
201720,3547,CHM,University Chem 1 Lab,M,CHM_1221,1221
201320,3548,ARI,Environmental Psych,M,ARI_4123,4123
201420,3548,ART,Life Drawing,M,ART_2113,2113
201620,3548,CHM,University Chem 1 Lab,M,CHM_1221,1221
201720,3548,CHM,University Chem 1 Lab,M,CHM_1221,1221
201320,3549,ARI,Interior Architecture 3,M,ARI_4134,4134
201620,3549,CHM,University Chem 1 Lab,M,CHM_1221,1221
201720,3549,CHM,University Chem 1 Lab,M,CHM_1221,1221
201320,3550,ARI,Interior Architecture 3,DTN,ARI_4134,4134
201420,3550,ART,Graphic Design 1,M,ART_2523,2523
201620,3550,CHM,University Chem 1 Lab,M,CHM_1221,1221
201720,3550,CHM,University Chem 1 Lab,M,CHM_1221,1221
201320,3551,ARI,Preservation Technology,M,ARI_4353,4353
201420,3551,ART,Imaging Studio I,M,ART_2623,2623
201620,3551,CHM,University Chemistry 2,M,CHM_1223,1223
201720,3551,CHM,University Chemistry 2,M,CHM_1223,1223
201320,3552,ARI,Internship Studies,DL,ARI_4922,4922
201420,3552,ART,EMI,M,ART_2813,2813
201620,3552,CHM,Univ Chem 2 Lab,M,CHM_1232,1232
201720,3552,CHM,Univ Chem 2 Lab,M,CHM_1232,1232
201320,3553,ART,Life Drawing,M,ART_2113,2113
201420,3553,ART,EMI,M,ART_2813,2813
201620,3553,CHM,Organic Chemistry 2,M,CHM_2323,2323
201720,3553,CHM,Organic Chemistry 2,M,CHM_2323,2323
201320,3554,ART,Life Drawing,M,ART_2113,2113
201620,3554,CHM,Organic Chemistry Laboratory,M,CHM_2332,2332
201720,3554,CHM,Organic Chemistry Laboratory,M,CHM_2332,2332
201320,3555,ART,Graphic Design 1,M,ART_2523,2523
201420,3555,ART,Digital Photography,M,ART_3033,3033
201320,3556,ART,Graphic Design 1,M,ART_2523,2523
201420,3556,ART,Video Imaging,M,ART_3043,3043
201320,3557,ART,Imaging Studio I,M,ART_2623,2623
201620,3557,CHM,Physical Chemistry 1,M,CHM_3423,3423
201320,3558,ART,EMI,M,ART_2813,2813
201420,3558,ART,New Media,M,ART_3343,3343
201620,3558,CHM,Physical Chemistry 1 Lab,M,CHM_3431,3431
201320,3559,ART,EMI,M,ART_2813,2813
201420,3559,ART,Graphic Design 2,M,ART_3513,3513
201320,3561,ART,Photography,M,ART_3023,3023
201320,3562,ART,Digital Photography,M,ART_3033,3033
201420,3562,ART,Traditions of Art 2,M,ART_3643,3643
201620,3562,CHM,Chemical Sciences Project 2,M,CHM_4922,4922
201720,3562,CHM,Chemical Sciences Project 2,M,CHM_4922,4922
201320,3563,ART,Video Imaging,M,ART_3043,3043
201420,3563,ART,Graphic Design 4 (G. D. 4),M,ART_4513,4513
201620,3563,GLG,Geology,OL,GLG_1103,1103
201720,3563,GLG,Geology,OL,GLG_1103,1103
201320,3564,ART,Prof Pract/Portfolio,M,ART_3323,3323
201420,3564,ART,Graphic Design Thesis 2,M,ART_4524,4524
201620,3564,PSC,Intro Senior Project: Science,M,PSC_3001,3001
201720,3564,PSC,Intro Senior Project: Science,M,PSC_3001,3001
201320,3565,ART,New Media,M,ART_3343,3343
201420,3565,ART,Imaging Thesis 2 DA,M,ART_4624,4624
201320,3566,ART,Graphic Design 2,M,ART_3513,3513
201420,3566,ART,Senior Seminar 2,M,ART_4622,4622
201320,3567,ART,ST: Typography 2,M,ART_3993,3993
201420,3567,ART,Internship Studies,M,ART_4922,4922
201420,3568,ART,Twentieth Century American Art,M,ART_4113,4113
201320,3569,ART,Graphic Design 4 (G. D. 4),M,ART_4513,4513
201620,3569,PHY,Intro Phys Princip,M,PHY_1154,1154
201720,3569,PHY,Intro Phys Princip,M,PHY_1154,1154
201320,3570,ART,Imaging Studio 3,M,ART_3623,3623
201420,3570,GAM,3D Animation 1,M,GAM_2133,2133
201620,3570,PHY,College Physics 1,M,PHY_2213,2213
201720,3570,PHY,College Physics 1,M,PHY_2213,2213
201320,3571,ART,Traditions of Art 2,M,ART_3643,3643
201620,3571,PHY,College Physics 1,M,PHY_2213,2213
201720,3571,PHY,College Physics 1,M,PHY_2213,2213
201420,3572,GAM,Game Mechanics,M,GAM_3413,3413
201620,3572,PHY,College Physics 1 Lab,M,PHY_2221,2221
201720,3572,PHY,College Physics 1 Lab,M,PHY_2221,2221
201420,3573,GAM,Integrated Game Studio 1,M,GAM_2313,2313
201620,3573,PHY,College Physics 1 Lab,M,PHY_2221,2221
201720,3573,PHY,College Physics 1 Lab,M,PHY_2221,2221
201420,3574,ATD,TD Studio 2C,M,ATD_1924,1924
201620,3574,PHY,College Physics 1 Lab,M,PHY_2221,2221
201720,3574,PHY,College Physics 1 Lab,M,PHY_2221,2221
201320,3575,ATD,TD Studio 2C,M,ATD_1924,1924
201420,3575,ATD,Con Mod Proto Fab,M,ATD_2933,2933
201620,3575,PHY,College Physics 2,M,PHY_2223,2223
201720,3575,PHY,College Physics 2,M,PHY_2223,2223
201320,3576,ATD,Con Mod Proto Fab,M,ATD_2933,2933
201420,3576,ATD,Digital Surface 2,M,ATD_2823,2823
201620,3576,PHY,College Physics 2,M,PHY_2223,2223
201720,3576,PHY,College Physics 2,M,PHY_2223,2223
201320,3577,ATD,Digital Surface 2,M,ATD_2823,2823
201420,3577,ATD,TD Studio 4E,M,ATD_2826,2826
201320,3578,ATD,TD Studio 4E,M,ATD_2826,2826
201420,3578,ATD,IDC B,M,ATD_3626,3626
201620,3578,PHY,College Physics 2 Lab,M,PHY_2231,2231
201720,3578,PHY,College Physics 2 Lab,M,PHY_2231,2231
201320,3579,ATD,IDC B,M,ATD_3626,3626
201620,3579,PHY,College Physics 2 Lab,M,PHY_2231,2231
201720,3579,PHY,College Physics 2 Lab,M,PHY_2231,2231
201320,3580,ATD,TD Studio 6I,M,ATD_3726,3726
201420,3580,ATD,TD Studio 6I,M,ATD_3726,3726
201620,3580,PHY,College Physics 2 Lab,M,PHY_2231,2231
201720,3580,PHY,College Physics 2 Lab,M,PHY_2231,2231
201320,3581,ATD,Manufacturing Process,M,ATD_4524,4524
201420,3581,ATD,Manufacturing Process,M,ATD_4524,4524
201620,3581,PHY,University Physics 1,M,PHY_2413,2413
201720,3581,PHY,University Physics 1,M,PHY_2413,2413
201620,3582,PHY,University Physics 1,M,PHY_2413,2413
201720,3582,PHY,University Physics 1,M,PHY_2413,2413
201320,3583,ATD,TD Studio 8T,M,ATD_4526,4526
201420,3583,ATD,TD Studio 8T,M,ATD_4526,4526
201620,3583,PHY,University Physics 1 Lab,M,PHY_2421,2421
201720,3583,PHY,University Physics 1 Lab,M,PHY_2421,2421
201320,3584,IDD,ID Studio - 2,M,IDD_1124,1124
201420,3584,IDD,ID Studio - 2,M,IDD_1124,1124
201620,3584,PHY,University Physics 1 Lab,M,PHY_2421,2421
201720,3584,PHY,University Physics 1 Lab,M,PHY_2421,2421
201320,3585,IDD,ID Studio - 4,M,IDD_2224,2224
201420,3585,IDD,ID Studio - 4,M,IDD_2224,2224
201620,3585,PHY,University Physics 1 Lab,M,PHY_2421,2421
201720,3585,PHY,University Physics 1 Lab,M,PHY_2421,2421
201320,3586,IDD,Virtual Visualization - 2,M,IDD_2225,2225
201420,3586,IDD,Virtual Visualization - 2,M,IDD_2225,2225
201620,3586,PHY,University Physics 2,M,PHY_2423,2423
201720,3586,PHY,University Physics 2,M,PHY_2423,2423
201320,3587,IDD,ID Studio - 6,M,IDD_3326,3326
201420,3587,IDD,ID Studio - 6,M,IDD_3326,3326
201320,3588,EME,Engineering Systems Simulation,OL,EME_5603,5603
201420,3588,ARI,Internship Studies,DL,ARI_4922,4922
201620,3588,PHY,University Physics 2,M,PHY_2423,2423
201720,3588,PHY,University Physics 2,M,PHY_2423,2423
201320,3589,ARC,Elect Method I,OL,ARC_2813,2813
201420,3589,ARC,Visual Communication 3,M,ARC_2813,2813
201620,3589,PHY,University Physics 2 (Honors),M,PHY_2423,2423
201320,3590,ARC,Elect Method II,OL,ARC_3823,3823
201420,3590,ARC,Visual Communication 3,M,ARC_2813,2813
201620,3590,PHY,University Physics 2 Lab,M,PHY_2431,2431
201420,3591,ARC,Visual Communication 4,M,ARC_3823,3823
201620,3591,PHY,University Physics 2 Lab,M,PHY_2431,2431
201720,3591,PHY,University Physics 2 Lab,M,PHY_2431,2431
201320,3592,ARC,Elect Method II,OL,ARC_3823,3823
201320,3593,ARC,EM3,OL,ARC_4833,4833
201320,3595,ARC,Advanced Revit,OL,ARC_4813,4813
201420,3595,ARC,Advanced Revit,OL,ARC_4813,4813
201620,3595,PHY,Physics Project 2 (Honors),M,PHY_4922,4922
201720,3595,PHY,Physics Project 2,M,PHY_4922,4922
201320,3596,ARC,Advanced Revit,OL,ARC_4813,4813
201420,3596,ARC,Advanced Revit,OL,ARC_4813,4813
201620,3596,TME,Computer Design Graphics,M,TME_4113,4113
201720,3596,TME,Computer Design Graphics,M,TME_4113,4113
201320,3597,ARC,Research Methods,OL,ARC_5013,5013
201420,3597,ARC,Research Methods,OL,ARC_5013,5013
201320,3599,ARC,Arch Design 7 Typology,OL,ARC_5113,5113
201420,3599,ARC,Ecological Issues,OL,ARC_5423,5423
201320,3600,ARC,Ecological Issues,OL,ARC_5423,5423
201620,3600,SSC,Development of American Exp,M,SSC_2423,2423
201720,3600,SSC,Development of American Exp,M,SSC_2423,2423
201420,3601,ARC,Design Theory,OL,ARC_5643,5643
201620,3601,PSY,Abnormal Psychology,M,PSY_3633,3633
201720,3601,PSY,Abnormal Psychology,M,PSY_3633,3633
201420,3602,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201620,3602,LDR,Leadership Models & Practices,OL,LDR_2001,2001
201720,3602,LDR,Leadership Models & Practices,OL,LDR_2001,2001
201320,3603,ARC,Current Issues in Architecture,OL,ARC_5623,5623
201420,3603,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201420,3604,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201320,3605,ARC,Design Theory,OL,ARC_5643,5643
201420,3605,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201620,3606,ARC,Electronic Methods 1,OL,ARC_2843,2843
201320,3607,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201620,3607,ARC,Electronic Methods 2,OL,ARC_3843,3843
201320,3608,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201420,3608,ARC,Professional Practice,OL,ARC_5913,5913
201620,3608,ARC,Electronic Methods 3,OL,ARC_4843,4843
201320,3609,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201420,3609,ARC,Project Management,OL,ARC_5942,5942
201320,3610,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201420,3610,ARC,Construction Management,OL,ARC_5952,5952
201620,3610,MCS,Intro to Comp Applications,M,MCS_1003,1003
201720,3610,MCS,Intro to Comp Applications,M,MCS_1003,1003
201320,3611,ARC,Advanced Design Studio 2,OL,ARC_5824,5824
201620,3611,MCS,Introduction to C,M,MCS_1142,1142
201720,3611,MCS,Introduction to C,M,MCS_1142,1142
201320,3612,ARC,Professional Practice,OL,ARC_5913,5913
201420,3612,LDR,Leadership Models & Practices,M,LDR_2001,2001
201420,3613,EAE,Arch Eng History,M,EAE_1093,1093
201620,3613,MCS,Computer Science 1,M,MCS_1514,1514
201720,3613,MCS,Computer Science 1,M,MCS_1514,1514
201420,3614,EAE,Arch Eng History,M,EAE_1093,1093
201620,3614,MCS,Computer Science 1,OL,MCS_1514,1514
201720,3614,MCS,Computer Science 1,OL,MCS_1514,1514
201320,3615,ARC,Project Management,OL,ARC_5942,5942
201420,3615,EAE,"Mech Sys 1:HVAC, Plumbing & FP",M,EAE_3613,3613
201620,3615,MCS,Intro to Visual Basic,M,MCS_1623,1623
201720,3615,MCS,Intro to Visual Basic,M,MCS_1623,1623
201420,3616,EAE,"AEIDS 1: Site, Structure",M,EAE_3014,3014
201320,3617,ARC,Construction Management,OL,ARC_5952,5952
201420,3617,EAE,Mech Sys 2: HVAC,M,EAE_4613,4613
201620,3617,MSE,Mechatronic Systems II,M,MSE_6183,6183
201720,3617,MSE,Mechatronic Systems II,M,MSE_6183,6183
201320,3618,ARC,Practice Management,OL,ARC_6912,6912
201420,3618,EAE,Architectural Acoustics,M,EAE_4623,4623
201620,3618,MCS,Computer Science 2,M,MCS_2514,2514
201720,3618,MCS,Computer Science 2,M,MCS_2514,2514
201320,3619,ART,Internship Studies,DL,ART_4922,4922
201420,3619,EAE,AEIDS 3:Mechanical,M,EAE_4024,4024
201620,3620,MCS,Data Structures,M,MCS_2534,2534
201720,3620,MCS,Data Structures,M,MCS_2534,2534
201320,3621,FIN,Business Economics,M,FIN_5013,5013
201320,3622,MGT,Bus Appl Statistical Analysis,M,MGT_5013,5013
201620,3622,MCS,Intro to Database Systems,M,MCS_3543,3543
201720,3622,MCS,Intro to Database Systems,M,MCS_3543,3543
201320,3623,MGT,Business Law,OL,MGT_5033,5033
201420,3623,ARC,Independent Study,M,ARC_6884,6884
201420,3624,SSC,Development of American Exp,M,SSC_2423,2423
201620,3624,MCS,Java,DL,MCS_3603,3603
201720,3624,MCS,Java,DL,MCS_3603,3603
201320,3625,EEE,Intro to ECE,M,EEE_1002,1002
201420,3625,SSC,Development of American Exp,M,SSC_2423,2423
201620,3625,MCS,Computer Networks,M,MCS_4613,4613
201720,3625,MCS,Computer Networks,M,MCS_4613,4613
201620,3626,MCS,Intro to Software Engineering,M,MCS_4623,4623
201720,3626,MCS,Intro to Software Engineering,M,MCS_4623,4623
201320,3627,EEE,Circuits Lab,M,EEE_2111,2111
201420,3627,SSC,Development of American Exp,M,SSC_2423,2423
201620,3627,MCS,Artificial Intelligence,M,MCS_4633,4633
201720,3627,MCS,Artificial Intelligence,M,MCS_4633,4633
201320,3628,EEE,Circuits,M,EEE_2114,2114
201420,3628,SSC,Development of American Exp,M,SSC_2423,2423
201620,3628,MCS,Theory of Computation,M,MCS_4653,4653
201720,3628,MCS,Theory of Computation,M,MCS_4653,4653
201320,3629,EEE,Circuits and Electronics,M,EEE_2123,2123
201420,3629,SSC,Development of American Exp,M,SSC_2423,2423
201620,3629,MCS,Senior Project,M,MCS_4833,4833
201320,3630,EEE,Circuits and Electronics,M,EEE_2123,2123
201420,3630,SSC,Money and Banking,M,SSC_3523,3523
201620,3630,MCS,Senior Project 2,M,MCS_4843,4843
201420,3631,SSC,Problems in Internat Politics,M,SSC_4133,4133
201320,3632,EEE,Digital Electronics & Lab,M,EEE_2214,2214
201420,3632,SSC,WW I and WW II,M,SSC_4743,4743
201320,3633,EEE,Intro to ECE Projects,M,EEE_3011,3011
201420,3633,SPN,Spanish 2,M,SPN_2923,2923
201320,3634,EEE,Signals and Systems Lab,M,EEE_3121,3121
201620,3634,MCS,Intro to Database Systems,OL,MCS_5303,5303
201320,3635,EEE,Signals and Systems,M,EEE_3124,3124
201320,3636,EEE,Adv Digital Elec Lab,M,EEE_3221,3221
201320,3637,EEE,Adv Digital Electronic,M,EEE_3223,3223
201320,3638,EEE,Microprocessors Lab,M,EEE_3231,3231
201420,3638,COM,Document Design,M,COM_3473,3473
201320,3639,EEE,Microprocessors,M,EEE_3233,3233
201420,3639,MCO,Writ for Elect & Print Media,M,MCO_2543,2543
201320,3640,EEE,Electronics Lab,M,EEE_3311,3311
201620,3640,MCS,Web Server Programming,DL,MCS_5013,5013
201720,3640,MCS,Web Server Programming,DL,MCS_5013,5013
201320,3641,EEE,Electronics,M,EEE_3314,3314
201320,3642,EEE,Electromag Fields Wav,M,EEE_3414,3414
201420,3642,EME,Vehicle Dynamics-1,M,EME_5433,5433
201420,3643,EME,Powertrain Systems 1,M,EME_6373,6373
201420,3644,EME,Design of Mechanical Joints,M,EME_5203,5203
201320,3645,EEE,Electrical Machinery,M,EEE_4133,4133
201620,3646,MCS,Collaborative Research Proj 1,M,MCS_7013,7013
201720,3646,MCS,Collaborative Research Proj 1,M,MCS_7013,7013
201320,3647,EEE,Computer Networking,M,EEE_4263,4263
201420,3647,ERE,Unified Robotics I,M,ERE_2024,2024
201620,3647,MCS,Introduction to C,M,MCS_1142,1142
201720,3647,MCS,Introduction to C,M,MCS_1142,1142
201320,3648,EEE,Real Time Systems,M,EEE_4273,4273
201420,3648,ERE,Unified Robotics III(Honors),M,ERE_3024,3024
201620,3648,MCS,Computer Science 1,M,MCS_1514,1514
201720,3648,MCS,Computer Science 1,M,MCS_1514,1514
201420,3649,EME,Modern Control Systems,M,EME_5323,5323
201620,3649,MCS,Computer Science 2,M,MCS_2514,2514
201720,3649,MCS,Computer Science 2,M,MCS_2514,2514
201320,3650,EEE,Advanced Electronics,M,EEE_4323,4323
201420,3650,EME,Advanced Dynamics,M,EME_5333,5333
201620,3650,MCS,Data Structures,OL,MCS_2534,2534
201720,3650,MCS,Data Structures,OL,MCS_2534,2534
201320,3651,EEE,Communication Systems,M,EEE_4423,4423
201420,3651,BIO,Intro Biol Princip,M,BIO_1153,1153
201620,3651,MCS,Intro to Functional Prog,OL,MCS_3633,3633
201720,3651,MCS,Intro to Functional Prog,OL,MCS_3633,3633
201320,3652,EEE,Control Systems & Lab,M,EEE_4514,4514
201420,3652,BIO,Biology 1,M,BIO_1213,1213
201620,3652,MCS,Comp Arch and Assem Prog,OL,MCS_3663,3663
201720,3652,MCS,Comp Arch and Assem Prog,M,MCS_3663,3663
201420,3653,BIO,Biology 1 Laboratory,M,BIO_1221,1221
201620,3653,MCS,Operating Systems,OL,MCS_4663,4663
201720,3653,MCS,Operating Systems,OL,MCS_4663,4663
201320,3654,EEE,EE Projects 1,M,EEE_4811,4811
201420,3654,BIO,Biology 2,M,BIO_1223,1223
201320,3655,EEE,EE Projects 2,M,EEE_4822,4822
201420,3655,BIO,Biology 2 (Honors),M,BIO_1223,1223
201320,3656,EEE,CE Projects 1,M,EEE_4831,4831
201320,3657,EEE,CE Projects 2,M,EEE_4842,4842
201320,3658,EEE,Directed Study in EE,M,EEE_4911,4911
201320,3659,EEE,Directed Study in EE,M,EEE_4912,4912
201320,3660,EEE,Directed Study in EE,M,EEE_4913,4913
201420,3660,BIO,Anatomy and Physiology,M,BIO_2203,2203
201620,3660,ARC,Allied Des:CAD,M,ARC_4284,4284
201320,3661,EEE,Engineering Analysis,M,EEE_5114,5114
201420,3661,BIO,Molecular Genetics,M,BIO_2323,2323
201620,3661,ARC,Advanced Structures,OL,ARC_5543,5543
201320,3665,EEE,Computer Networking - Graduate,M,EEE_5364,5364
201420,3665,CHM,Intro Chem Princip,M,CHM_1154,1154
201320,3666,EEE,Digital Communications,M,EEE_5444,5444
201420,3666,CHM,University Chemistry 1,M,CHM_1213,1213
201420,3667,CHM,University Chemistry 1,M,CHM_1213,1213
201420,3668,CHM,University Chem 1 Lab,M,CHM_1221,1221
201420,3669,CHM,University Chem 1 Lab,M,CHM_1221,1221
201420,3670,CHM,University Chem 1 Lab,M,CHM_1221,1221
201420,3671,CHM,University Chem 1 Lab,M,CHM_1221,1221
201420,3672,CHM,University Chemistry 2,M,CHM_1223,1223
201620,3672,MCS,Comparative Prog Lang,OL,MCS_4643,4643
201720,3672,MCS,Comparative Prog Lang,OL,MCS_4643,4643
201420,3673,CHM,Univ Chem 2 Lab,M,CHM_1232,1232
201420,3674,CHM,Organic Chemistry 2,M,CHM_2323,2323
201620,3674,ARC,Professional Practice,M,ARC_5913,5913
201720,3674,ARC,Professional Practice,M,ARC_5913,5913
201420,3675,CHM,Organic Chemistry Laboratory,M,CHM_2332,2332
201420,3676,CHM,Instrumental Lab,M,CHM_2631,2631
201420,3677,CHM,Fundamentals of Chemistry,M,CHM_3144,3144
201320,3678,EEE,Thesis Research,M,EEE_6913,6913
201420,3678,CHM,Physical Chemistry 1,M,CHM_3423,3423
201620,3678,MCS,Algebra Concepts,M,MCS_0051,0051
201320,3679,MIS,Enterprise IT Life Cycle Proc.,M,MIS_8013,8013
201420,3679,CHM,Physical Chemistry 1 Lab,M,CHM_3431,3431
201620,3679,MCS,Tech Math I,M,MCS_1113,1113
201320,3680,RES,Research Design-Quant. Methods,M,RES_7033,7033
201420,3680,CHM,Computational Chemistry 2,M,CHM_4001,4001
201320,3681,ESL,Intermediate TOEFL Prep,M,ESL_00642,00642
201420,3681,CHM,Advanced Biochemistry,M,CHM_4403,4403
201620,3681,MCS,Tech Math I,M,MCS_1113,1113
201720,3681,MCS,Tech Math I,M,MCS_1113,1113
201320,3682,ESL,Advanced Intensive TOEFL Prep,M,ESL_00652,00652
201320,3683,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3683,CHM,Chemical Sciences Project 2,M,CHM_4922,4922
201620,3683,MCS,College Algebra,M,MCS_0083,0083
201320,3684,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3684,GLG,Geology,M,GLG_1103,1103
201620,3684,MCS,Trigonometry,M,MCS_0093,0093
201320,3685,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3685,PSC,Intro Senior Project: Science,M,PSC_3001,3001
201620,3685,MCS,Tech Math 2,M,MCS_1123,1123
201720,3685,MCS,Tech Math 2,M,MCS_1123,1123
201320,3686,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3686,PSC,Environmental Science,M,PSC_1143,1143
201620,3686,MCS,Calculus 2,M,MCS_1424,1424
201720,3686,MCS,Calculus 2,M,MCS_1424,1424
201320,3687,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3687,PHY,Basic Physics,M,PHY_0023,0023
201620,3687,MCS,Intro to Math Analysis 2,M,MCS_1224,1224
201720,3687,MCS,Intro to Math Analysis 2,M,MCS_1224,1224
201320,3688,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3688,PHY,Technical Physics 2,M,PHY_1083,1083
201320,3689,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3689,PHY,Technical Physics Lab 2,M,PHY_1101,1101
201620,3689,MCS,Intro to Math Analysis 2,M,MCS_1224,1224
201720,3689,MCS,Intro to Math Analysis 2,M,MCS_1224,1224
201320,3690,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3690,PHY,Intro Phys Princip,M,PHY_1154,1154
201320,3691,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3691,PHY,College Physics 1,M,PHY_2213,2213
201620,3691,MCS,Calculus 1,M,MCS_1414,1414
201720,3691,MCS,Calculus 1,M,MCS_1414,1414
201320,3692,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3692,PHY,College Physics 1,M,PHY_2213,2213
201620,3692,MCS,Calculus 1,M,MCS_1414,1414
201720,3692,MCS,Calculus 1,M,MCS_1414,1414
201320,3693,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3693,PHY,College Physics 1 Lab,M,PHY_2221,2221
201320,3694,COM,Writing Proficiency Exam,M,COM_3000,3000
201420,3694,PHY,College Physics 1 Lab,M,PHY_2221,2221
201620,3694,MCS,Calculus 1,M,MCS_1414,1414
201720,3694,MCS,Calculus 1,M,MCS_1414,1414
201420,3695,PHY,College Physics 1 Lab,M,PHY_2221,2221
201320,3696,BIO,Intro Biol Princip,M,BIO_1153,1153
201420,3696,PHY,College Physics 2,M,PHY_2223,2223
201620,3696,MCS,Calculus 2,M,MCS_1424,1424
201720,3696,MCS,Calculus 2,M,MCS_1424,1424
201320,3697,BIO,Biology 1,M,BIO_1213,1213
201420,3697,PHY,College Physics 2,M,PHY_2223,2223
201320,3698,BIO,Biology 2,M,BIO_1223,1223
201420,3698,PHY,College Physics 2 (Honors),M,PHY_2223,2223
201620,3698,MCS,Calculus 2,M,MCS_1424,1424
201720,3698,MCS,Calculus 2,M,MCS_1424,1424
201320,3699,BIO,Biology 2 (Honors),M,BIO_1223,1223
201420,3699,PHY,College Physics 2 Lab,M,PHY_2231,2231
201620,3699,MCS,Calculus 2,M,MCS_1424,1424
201720,3699,MCS,Calculus 2,M,MCS_1424,1424
201320,3700,BIO,Biology 2 Laboratory,M,BIO_1231,1231
201420,3700,PHY,College Physics 2 Lab,M,PHY_2231,2231
201320,3701,BIO,Anatomy & Physiology Lab,M,BIO_2201,2201
201420,3701,PHY,College Physics 2 Lab,M,PHY_2231,2231
201620,3701,MCS,Technical Calculus,M,MCS_2313,2313
201720,3701,MCS,Technical Calculus,M,MCS_2313,2313
201320,3702,BIO,Anatomy and Physiology,M,BIO_2203,2203
201620,3702,MCS,Calculus 3,M,MCS_2414,2414
201720,3702,MCS,Calculus 3,M,MCS_2414,2414
201320,3703,BIO,Cell Biology Laboratory,M,BIO_4811,4811
201420,3703,PHY,University Physics 1,M,PHY_2413,2413
201320,3704,BIO,Cell Biology,M,BIO_4813,4813
201620,3704,MCS,Calculus 3,M,MCS_2414,2414
201720,3704,MCS,Calculus 3,M,MCS_2414,2414
201420,3705,PHY,University Physics 1,M,PHY_2413,2413
201620,3705,MCS,Calculus 3,M,MCS_2414,2414
201720,3705,MCS,Calculus 3,M,MCS_2414,2414
201320,3706,BIO,Biological Sciences Project 2,M,BIO_4922,4922
201420,3706,PHY,University Physics 1 Lab,M,PHY_2421,2421
201620,3706,MCS,Calculus 3,M,MCS_2414,2414
201720,3706,MCS,Calculus 3,M,MCS_2414,2414
201320,3707,BIO,Biological Sciences Project 2,M,BIO_4922,4922
201420,3707,PHY,University Physics 1 Lab,M,PHY_2421,2421
201620,3707,MCS,Differential Equations,M,MCS_2423,2423
