term,crn,dept,course_name,campus,course_num,num
201430,1692,ECE,Thesis 1,M,ECE_00,00
201430,4169,LLT,Dir Stud in Lang and Lit,M,LLT_00,00
201430,5208,ARC,Directed Study,M,ARC_00,00
201410,1001,COM,English Fundamentals,M,COM_0094,0094
201610,1001,TAS,Music for Audio Engr Tech 1,PLY,TAS_1013,1013
201710,1001,TAS,Music for Audio Engr Tech 1,PLY,TAS_1013,1013
201810,1001,TAS,Music for Audio Engr Tech 1,PLY,TAS_1013,1013
201910,1001,TAS,Music for Audio Engr Tech 1,PLY,TAS_1013,1013
201410,1002,COM,English Fundamentals,M,COM_0094,0094
201910,1002,TAS,Audio System Integration,PLY,TAS_4133,4133
201410,1003,COM,English Fundamentals,M,COM_0094,0094
201610,1003,TAS,Audio Principles 1,PLY,TAS_2033,2033
201910,1003,TCE,Surveying,M,TCE_2073,2073
201410,1004,COM,English Fundamentals,M,COM_0094,0094
201910,1004,TCE,Specifications and Regulations,M,TCE_2143,2143
201410,1005,COM,English eLab,DL,COM_00100,00100
201610,1005,TAS,Audio System Integration,PLY,TAS_4133,4133
201710,1005,TAS,Audio System Integration,PLY,TAS_4133,4133
201810,1005,TAS,Audio System Integration,PLY,TAS_4133,4133
201410,1006,COM,University Seminar,M,COM_1001,1001
201610,1006,TCE,Surveying,M,TCE_2073,2073
201710,1006,TCE,Surveying,M,TCE_2073,2073
201810,1006,TCE,Surveying,M,TCE_2073,2073
201910,1006,TCE,Construction Safety,M,TCE_4113,4113
201410,1007,COM,University Seminar,M,COM_1001,1001
201610,1007,TCE,Specifications and Regulations,M,TCE_2143,2143
201710,1007,TCE,Specifications and Regulations,M,TCE_2143,2143
201810,1007,TCE,Specifications and Regulations,M,TCE_2143,2143
201910,1007,TCE,Const Contracts & Legalities,M,TCE_4213,4213
201410,1008,COM,University Seminar,M,COM_1001,1001
201910,1008,TEE,Electronics 1,M,TEE_2033,2033
201410,1009,COM,University Seminar,M,COM_1001,1001
201610,1009,TCE,Green Building Technology,M,TCE_4093,4093
201710,1009,TCE,Green Building Technology,M,TCE_4093,4093
201810,1009,TCE,Green Building Technology,M,TCE_4093,4093
201910,1009,TEE,Electronics 3,M,TEE_2093,2093
201410,1010,COM,University Seminar,M,COM_1001,1001
201610,1010,TCE,Construction Safety,M,TCE_4113,4113
201710,1010,TCE,Construction Safety,M,TCE_4113,4113
201810,1010,TCE,Construction Safety,M,TCE_4113,4113
201910,1010,TEE,DC/AC Circuits,M,TEE_3103,3103
201410,1011,COM,University Seminar,M,COM_1001,1001
201610,1011,TCE,Const Contracts & Legalities,M,TCE_4213,4213
201710,1011,TCE,Const Contracts & Legalities,M,TCE_4213,4213
201810,1011,TCE,Const Contracts & Legalities,M,TCE_4213,4213
201910,1011,TEE,Transduc & Instrument,M,TEE_4224,4224
201410,1012,COM,University Seminar,M,COM_1001,1001
201610,1012,TEE,Electronics 1,M,TEE_2033,2033
201710,1012,TEE,Electronics 1,M,TEE_2033,2033
201810,1012,TEE,Electronics 1,M,TEE_2033,2033
201910,1012,TIE,MFG ENG Processes,M,TIE_3063,3063
201410,1013,COM,University Seminar,M,COM_1001,1001
201610,1013,TEE,Electronics 3,M,TEE_2093,2093
201710,1013,TEE,Electronics 3,M,TEE_2093,2093
201810,1013,TEE,Electronics 3,M,TEE_2093,2093
201910,1013,TIE,Eng Econ Analysis,M,TIE_3163,3163
201410,1014,COM,University Seminar,M,COM_1001,1001
201610,1014,TEE,DC/AC Circuits,M,TEE_3103,3103
201710,1014,TEE,DC/AC Circuits,M,TEE_3103,3103
201810,1014,TEE,DC/AC Circuits,M,TEE_3103,3103
201410,1015,COM,University Seminar,M,COM_1001,1001
201610,1015,TEE,Transduc & Instrument,M,TEE_4224,4224
201710,1015,TEE,Transduc & Instrument,M,TEE_4224,4224
201810,1015,TEE,Transduc & Instrument,M,TEE_4224,4224
201910,1015,TIE,Senior Project,M,TIE_4115,4115
201410,1016,COM,University Seminar,M,COM_1001,1001
201610,1016,TIE,MFG ENG Processes,M,TIE_3063,3063
201710,1016,TIE,MFG ENG Processes,M,TIE_3063,3063
201810,1016,TIE,MFG ENG Processes,M,TIE_3063,3063
201910,1016,TME,Engineering Mechanics,M,TME_3113,3113
201410,1017,COM,University Seminar,M,COM_1001,1001
201610,1017,TIE,Eng Econ Analysis,M,TIE_3163,3163
201710,1017,TIE,Eng Econ Analysis,M,TIE_3163,3163
201810,1017,TIE,Eng Econ Analysis,M,TIE_3163,3163
201910,1017,TME,Six Sigma 1,M,TME_3333,3333
201410,1018,MCS,Essential Mathematics,M,MCS_0035,0035
201610,1018,TIE,Tech. Project Mgmt,M,TIE_3203,3203
201710,1018,TIE,Tech. Project Mgmt,M,TIE_3203,3203
201810,1018,TIE,Tech. Project Mgmt,M,TIE_3203,3203
201910,1018,TME,Engineering Materials,M,TME_4103,4103
201410,1019,COM,University Seminar,M,COM_1001,1001
201610,1019,TIE,Senior Project,M,TIE_4115,4115
201710,1019,TIE,Senior Project,M,TIE_4115,4115
201810,1019,TIE,Senior Project,M,TIE_4115,4115
201910,1019,TME,Lean Manufacturing,M,TME_4413,4413
201410,1020,MCS,Basic Algebra,M,MCS_0044,0044
201610,1020,TME,Engineering Mechanics,M,TME_3113,3113
201710,1020,TME,Engineering Mechanics,M,TME_3113,3113
201810,1020,TME,Engineering Mechanics,M,TME_3113,3113
201910,1020,COM,Basic Composition,M,COM_0094,0094
201410,1021,COM,University Seminar,M,COM_1001,1001
201610,1021,TME,Six Sigma 1,M,TME_3333,3333
201710,1021,TME,Six Sigma 1,M,TME_3333,3333
201810,1021,TME,Six Sigma 1,M,TME_3333,3333
201910,1021,ECE,CE Perspectives,M,ECE_1011,1011
201410,1022,COM,University Seminar,M,COM_1001,1001
201610,1022,TME,Engineering Materials,M,TME_4103,4103
201710,1022,TME,Engineering Materials,M,TME_4103,4103
201810,1022,TME,Engineering Materials,M,TME_4103,4103
201910,1022,ECE,Surveying and Land Measurement,M,ECE_1013,1013
201410,1023,MCS,Algebra Concepts,M,MCS_0051,0051
201610,1023,TME,Lean Manufacturing,M,TME_4413,4413
201710,1023,TME,Lean Manufacturing,M,TME_4413,4413
201810,1023,TME,Lean Manufacturing,M,TME_4413,4413
201910,1023,ECE,CE Computer Graphics Lab,M,ECE_1101,1101
201610,1024,COM,English Fundamentals,M,COM_0094,0094
201710,1024,COM,English Fundamentals,M,COM_0094,0094
201810,1024,COM,Basic Composition,M,COM_0094,0094
201910,1024,ECE,CAD Infrastructure Planning,M,ECE_2103,2103
201410,1025,MCS,Algebra Concepts,M,MCS_0051,0051
201610,1025,ECE,CE Perspectives,M,ECE_1011,1011
201710,1025,ECE,CE Perspectives,M,ECE_1011,1011
201810,1025,ECE,CE Perspectives,M,ECE_1011,1011
201910,1025,ECE,Mech of Mat'ls for CE,M,ECE_3013,3013
201410,1026,COM,University Seminar,M,COM_1001,1001
201610,1026,ECE,Surveying and Land Measurement,M,ECE_1013,1013
201710,1026,ECE,Surveying and Land Measurement,M,ECE_1013,1013
201810,1026,ECE,Surveying and Land Measurement,M,ECE_1013,1013
201910,1026,ECE,Environmental Engineering,M,ECE_3324,3324
201410,1027,COM,University Studies Seminar,M,COM_1002,1002
201610,1027,ECE,CE Computer Graphics Lab,M,ECE_1101,1101
201710,1027,ECE,CE Computer Graphics Lab,M,ECE_1101,1101
201810,1027,ECE,CE Computer Graphics Lab,M,ECE_1101,1101
201910,1027,COM,Speech,M,COM_2113,2113
201410,1028,MCS,Algebra Concepts,M,MCS_0051,0051
201610,1028,ECE,CE Computer Applications Lab,M,ECE_1102,1102
201910,1028,ECE,Soil Mechanics,M,ECE_3424,3424
201610,1029,COM,English Fundamentals,M,COM_0094,0094
201710,1029,COM,English Fundamentals,M,COM_0094,0094
201910,1029,ECE,Hydromechanics,M,ECE_3523,3523
201410,1030,MCS,Precalculus,M,MCS_0074,0074
201610,1030,ECE,CAD Infrastructure Planning,M,ECE_2103,2103
201710,1030,ECE,CAD Infrastructure Planning,M,ECE_2103,2103
201810,1030,ECE,CAD Infrastructure Planning,M,ECE_2103,2103
201910,1030,ECE,Theory of Structures,M,ECE_3723,3723
201410,1031,COM,English Composition,M,COM_1103,1103
201610,1031,ECE,Mech of Mat'ls for CE,M,ECE_3013,3013
201710,1031,ECE,Mech of Mat'ls for CE,M,ECE_3013,3013
201810,1031,ECE,Mech of Mat'ls for CE,M,ECE_3013,3013
201910,1031,ECE,Transportation Engineering,M,ECE_3823,3823
201410,1032,COM,English Composition,M,COM_1103,1103
201610,1032,ECE,Construction Engineering,M,ECE_3213,3213
201410,1033,MCS,College Algebra,M,MCS_0083,0083
201610,1033,ECE,Environmental Engineering,M,ECE_3324,3324
201710,1033,ECE,Environmental Engineering,M,ECE_3324,3324
201810,1033,ECE,Environmental Engineering,M,ECE_3324,3324
201910,1033,COM,Basic Composition,M,COM_0094,0094
201410,1034,MCS,Trigonometry,M,MCS_0093,0093
201610,1034,COM,Speech,M,COM_2113,2113
201710,1034,COM,Speech,M,COM_2113,2113
201810,1034,COM,Speech,M,COM_2113,2113
201910,1034,ECE,CE Design Project 1,M,ECE_4022,4022
201410,1035,MCS,Trigonometry,M,MCS_0093,0093
201410,1036,MCS,Tech Math I,M,MCS_1113,1113
201610,1036,ECE,Soil Mechanics,M,ECE_3424,3424
201710,1036,ECE,Soil Mechanics,M,ECE_3424,3424
201810,1036,ECE,Soil Mechanics,M,ECE_3424,3424
201910,1036,ECE,Construction Project Manage.,M,ECE_4243,4243
201410,1037,COM,English Composition,M,COM_1103,1103
201610,1037,ECE,Hydromechanics,M,ECE_3523,3523
201710,1037,ECE,Hydromechanics,M,ECE_3523,3523
201810,1037,ECE,Hydromechanics,M,ECE_3523,3523
201910,1037,ECE,Cost Est Bid & Contracting,M,ECE_4263,4263
201410,1038,COM,English Composition,M,COM_1103,1103
201610,1038,ECE,Theory of Structures,M,ECE_3723,3723
201710,1038,ECE,Theory of Structures,M,ECE_3723,3723
201810,1038,ECE,Theory of Structures,M,ECE_3723,3723
201910,1038,ECE,Foundation Engineering,M,ECE_4443,4443
201410,1039,MCS,Tech Math I,M,MCS_1113,1113
201610,1039,ECE,Transportation Engineering,M,ECE_3823,3823
201710,1039,ECE,Transportation Engineering,M,ECE_3823,3823
201810,1039,ECE,Transportation Engineering,M,ECE_3823,3823
201910,1039,ECE,Hydraulic Engineering,M,ECE_4544,4544
201410,1040,COM,English Composition,M,COM_1103,1103
201710,1040,ECE,CE Design Competition 1,M,ECE_4011,4011
201810,1040,ECE,CE Design Competition 1,M,ECE_4011,4011
201910,1040,ECE,Concrete Design,M,ECE_4743,4743
201410,1041,MCS,Tech Math I,M,MCS_1113,1113
201610,1041,COM,English Fundamentals,M,COM_0094,0094
201710,1041,COM,English Fundamentals,M,COM_0094,0094
201810,1041,COM,Basic Composition,M,COM_0094,0094
201910,1041,ECE,Highway Engineering,M,ECE_4843,4843
201410,1042,COM,English Composition,M,COM_1103,1103
201610,1042,ECE,CE Design Project 1,M,ECE_4022,4022
201710,1042,ECE,CE Design Project 1,M,ECE_4022,4022
201810,1042,ECE,CE Design Project 1,M,ECE_4022,4022
201410,1043,MCS,Tech Math 2,M,MCS_1123,1123
201610,1043,ECE,Ethics and Professional Issues,M,ECE_4051,4051
201710,1043,ECE,Ethics and Professional Issues,M,ECE_4051,4051
201810,1043,ECE,Ethics and Professional Issues,M,ECE_4051,4051
201410,1044,COM,English Composition,M,COM_1103,1103
201610,1044,ECE,Construction Project Manage.,M,ECE_4243,4243
201710,1044,ECE,Construction Project Manage.,M,ECE_4243,4243
201810,1044,ECE,Construction Project Manage.,M,ECE_4243,4243
201410,1045,COM,English Composition,M,COM_1103,1103
201610,1045,ECE,Cost Est Bid & Contracting,M,ECE_4263,4263
201710,1045,ECE,Cost Est Bid & Contracting,M,ECE_4263,4263
201810,1045,ECE,Cost Est Bid & Contracting,M,ECE_4263,4263
201910,1045,ECE,Principles of Design-Build,OL,ECE_5213,5213
201410,1046,COM,English Composition,M,COM_1103,1103
201610,1046,COM,Speech,M,COM_2113,2113
201910,1046,ECE,Graduate Directed Study,M,ECE_5913,5913
201410,1047,COM,English Composition (Honors),M,COM_1103,1103
201610,1047,ECE,Foundation Engineering,M,ECE_4443,4443
201710,1047,ECE,Foundation Engineering,M,ECE_4443,4443
201810,1047,ECE,Foundation Engineering,M,ECE_4443,4443
201910,1047,ECE,Graduate Directed Study,M,ECE_5913,5913
201410,1048,COM,English Composition,M,COM_1103,1103
201610,1048,ECE,Hydraulic Engineering,M,ECE_4544,4544
201710,1048,ECE,Hydraulic Engineering,M,ECE_4544,4544
201810,1048,ECE,Hydraulic Engineering,M,ECE_4544,4544
201910,1048,ECE,Graduate Directed Study,M,ECE_5913,5913
201410,1049,COM,English Composition,M,COM_1103,1103
201610,1049,ECE,Hydrology,M,ECE_4563,4563
201910,1049,ECE,Graduate Directed Study,M,ECE_5913,5913
201410,1050,COM,Voice and Articulation,M,COM_1111,1111
201610,1050,ECE,Concrete Design,M,ECE_4743,4743
201710,1050,ECE,Concrete Design,M,ECE_4743,4743
201810,1050,ECE,Concrete Design,M,ECE_4743,4743
201410,1051,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1052,COM,Technical and Prof Comm,M,COM_2103,2103
201610,1052,ECE,Highway Engineering,M,ECE_4843,4843
201710,1052,ECE,Highway Engineering,M,ECE_4843,4843
201810,1052,ECE,Highway Engineering,M,ECE_4843,4843
201410,1053,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1054,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1055,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1056,COM,Technical and Prof Comm,M,COM_2103,2103
201610,1056,ECE,Principles of Design-Build,M,ECE_5213,5213
201710,1056,ECE,Principles of Design-Build,M,ECE_5213,5213
201810,1056,ECE,Principles of Design-Build,OL,ECE_5213,5213
201410,1057,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1058,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1059,COM,Speech,M,COM_2113,2113
201410,1060,COM,Speech,M,COM_2113,2113
201410,1062,COM,Research Principles and Method,M,COM_3453,3453
201410,1064,COM,Seminar in Communications,M,COM_4963,4963
201410,1065,COM,Seminar in Communications,M,COM_4963,4963
201710,1066,ECE,Graduate Directed Study,M,ECE_5913,5913
201410,1067,COM,Res Methods and Appl,M,COM_6453,6453
201410,1068,COM,Communicating Across Cultures,M,COM_6493,6493
201410,1069,COM,Special Topics,M,COM_7103,7103
201410,1070,CRW,Creative Writing,M,CRW_2513,2513
201410,1071,ESL,Beginning Intensive Grammar,M,ESL_00112,00112
201410,1072,ESL,Intermediate Intensive Grammar,M,ESL_00132,00132
201410,1073,ESL,Advanced Intensive Grammar,M,ESL_00152,00152
201410,1074,ESL,Beginning Intensive Reading,M,ESL_00212,00212
201410,1075,ESL,Intermediate Intensive Reading,M,ESL_00232,00232
201410,1076,ESL,Advanced Intensive Reading,OL,ESL_00252,00252
201410,1077,ESL,Beginning Intensive Listening,M,ESL_00312,00312
201710,1077,ECE,Graduate Project,M,ECE_6053,6053
201410,1078,ESL,Intermediate Intensive Listen,M,ESL_00332,00332
201410,1079,ESL,Advanced Intensive Listening,M,ESL_00352,00352
201410,1080,ESL,Beginning Intensive Conversati,M,ESL_00412,00412
201910,1080,TAS,Advanced Audio Principles 1,PLY,TAS_3013,3013
201410,1081,ESL,Intermediate Intensive Convers,M,ESL_00432,00432
201910,1081,COM,Basic Composition,M,COM_0094,0094
201410,1082,ESL,Advanced Intensive Conversatio,M,ESL_00452,00452
201610,1082,ECE,Thesis 1,M,ECE_6073,6073
201410,1083,ESL,Beginning Intensive Writing,M,ESL_00512,00512
201910,1083,ECO,CO-OP Practicum I,M,ECO_3001,3001
201410,1084,ESL,Intermediate Intensive Writing,M,ESL_00532,00532
201410,1085,ESL,Advanced Intensive Writing,M,ESL_00552,00552
201910,1085,ECO,CO-OP Practicum III,M,ECO_4001,4001
201910,1087,TCO,Co-op Practicum II,M,TCO_3101,3101
201410,1088,ESL,Advanced Intensive TOEFL Prep,M,ESL_00652,00652
201610,1088,ECE,Thesis 1,M,ECE_6073,6073
201410,1089,LLT,World Masterpieces 1,M,LLT_1213,1213
201410,1090,LLT,World Masterpieces 1,M,LLT_1213,1213
201410,1091,LLT,World Masterpieces 1,M,LLT_1213,1213
201610,1091,ECE,Thesis 2,M,ECE_6083,6083
201410,1092,LLT,World Masterpieces 1,M,LLT_1213,1213
201910,1092,BME,Biomedical Best Practices,M,BME_3002,3002
201410,1093,LLT,World Masterpieces 1,M,LLT_1213,1213
201910,1093,BME,Biomechanics Lab,M,BME_3301,3301
201410,1094,LLT,World Masterpieces 1,M,LLT_1213,1213
201910,1094,BME,Biomechanics Lab,M,BME_3301,3301
201410,1095,LLT,World Masterpieces 1,M,LLT_1213,1213
201910,1095,COM,College Composition,M,COM_1103,1103
201410,1096,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1096,BME,Introduction to Biomechanics,M,BME_3303,3303
201410,1097,LLT,World Masterpieces 2,M,LLT_1223,1223
201610,1097,ECE,Thesis 2,M,ECE_6083,6083
201910,1097,BME,BME Projects 1,M,BME_4013,4013
201410,1098,LLT,World Masterpieces 2(Honors),M,LLT_1223,1223
201910,1098,COM,College Composition,M,COM_1103,1103
201410,1099,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1099,BME,Foundations of Medical Imaging,M,BME_4103,4103
201410,1100,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1100,COM,College Composition,M,COM_1103,1103
201410,1101,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1101,COM,College Composition,M,COM_1103,1103
201410,1102,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1102,COM,College Composition,M,COM_1103,1103
201410,1103,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1103,BME,Tissue Engineering,M,BME_4803,4803
201410,1104,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1104,COM,College Composition,M,COM_1103,1103
201410,1105,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1105,COM,College Composition,M,COM_1103,1103
201410,1106,LLT,Medieval and Renaissance Lit.,M,LLT_3413,3413
201910,1106,BME,Tissue Engineering Laboratory,M,BME_4801,4801
201610,1107,TAS,Advanced Audio Principles 1,PLY,TAS_3013,3013
201710,1107,TAS,Advanced Audio Principles 1,PLY,TAS_3013,3013
201810,1107,TAS,Advanced Audio Principles 1,PLY,TAS_3013,3013
201910,1107,COM,College Composition,M,COM_1103,1103
201410,1108,LLT,Am. Lit: Contact to Civil War,M,LLT_3443,3443
201610,1108,COM,English Fundamentals,M,COM_0094,0094
201710,1108,COM,English Fundamentals,M,COM_0094,0094
201910,1108,COM,College Composition,M,COM_1103,1103
201410,1109,LLT,Literature and Science,M,LLT_3623,3623
201610,1109,COM,English Fundamentals,M,COM_0094,0094
201710,1109,COM,English Fundamentals,M,COM_0094,0094
201910,1109,BME,Tissue Engineering Laboratory,M,BME_4801,4801
201410,1110,LLT,Seminar in Literature,M,LLT_4513,4513
201610,1110,COM,English Fundamentals,M,COM_0094,0094
201710,1110,COM,English Fundamentals,M,COM_0094,0094
201810,1110,COM,Basic Composition,M,COM_0094,0094
201910,1110,COM,College Composition,M,COM_1103,1103
201410,1111,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1111,COM,University Seminar,M,COM_1001,1001
201710,1111,COM,University Seminar,M,COM_1001,1001
201410,1112,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1112,COM,University Seminar,M,COM_1001,1001
201710,1112,COM,University Seminar,M,COM_1001,1001
201810,1112,COM,University Seminar,M,COM_1001,1001
201910,1112,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1113,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1113,COM,University Seminar,M,COM_1001,1001
201710,1113,COM,University Seminar,M,COM_1001,1001
201910,1113,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1114,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1114,COM,University Seminar,M,COM_1001,1001
201710,1114,COM,University Seminar,M,COM_1001,1001
201910,1114,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1115,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1115,COM,University Seminar,M,COM_1001,1001
201710,1115,COM,University Seminar,M,COM_1001,1001
201910,1115,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1116,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1116,COM,University Seminar,M,COM_1001,1001
201710,1116,COM,University Seminar,M,COM_1001,1001
201910,1116,COM,Technical and Prof Comm,M,COM_2103,2103
201410,1117,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1117,COM,University Seminar,M,COM_1001,1001
201710,1117,COM,University Seminar,M,COM_1001,1001
201410,1118,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1118,COM,University Seminar,M,COM_1001,1001
201710,1118,COM,University Seminar,M,COM_1001,1001
201910,1118,LLT,World Masterpieces 1,M,LLT_1213,1213
201410,1119,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1119,ECO,CO-OP Practicum I,M,ECO_3001,3001
201710,1119,ECO,CO-OP Practicum I,M,ECO_3001,3001
201810,1119,ECO,CO-OP Practicum I,M,ECO_3001,3001
201910,1119,LLT,World Masterpieces 1,M,LLT_1213,1213
201410,1120,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1120,ECO,CO-OP Practicum II,M,ECO_3101,3101
201710,1120,ECO,CO-OP Practicum II,M,ECO_3101,3101
201810,1120,ECO,CO-OP Practicum II,M,ECO_3101,3101
201910,1120,LLT,World Masterpieces 1,M,LLT_1213,1213
201410,1121,LDR,Leadership Models & Practices,M,LDR_2001,2001
201610,1121,ECO,CO-OP Practicum III,M,ECO_4001,4001
201710,1121,ECO,CO-OP Practicum III,M,ECO_4001,4001
201810,1121,ECO,CO-OP Practicum III,M,ECO_4001,4001
201910,1121,LLT,World Masterpieces 1,M,LLT_1213,1213
201610,1122,COM,University Seminar,M,COM_1001,1001
201710,1122,COM,University Seminar,M,COM_1001,1001
201910,1122,LLT,World Masterpieces 1,M,LLT_1213,1213
201410,1123,LDR,Leadership Seminar Series,M,LDR_3000,3000
201910,1123,LLT,World Masterpieces 1,M,LLT_1213,1213
201610,1124,TCO,Co-op Practicum II,M,TCO_3101,3101
201910,1124,LLT,World Masterpieces 2,M,LLT_1223,1223
201610,1125,COM,University Seminar,M,COM_1001,1001
201710,1125,COM,University Seminar,M,COM_1001,1001
201910,1126,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1127,LLT,World Masterpieces 2,M,LLT_1223,1223
201910,1128,LLT,World Masterpieces 2,M,LLT_1223,1223
201610,1129,COM,University Seminar,M,COM_1001,1001
201710,1129,COM,University Seminar,M,COM_1001,1001
201910,1129,LLT,World Masterpieces 2,M,LLT_1223,1223
201410,1130,LDR,Leadership Capstone,M,LDR_4000,4000
201910,1130,LLT,World Masterpieces 2,M,LLT_1223,1223
201410,1131,LDR,Leadership Capstone,M,LDR_4000,4000
201610,1131,COM,University Seminar,M,COM_1001,1001
201710,1131,COM,University Seminar,M,COM_1001,1001
201910,1131,LLT,World Masterpieces 2,M,LLT_1223,1223
201410,1132,LDR,Leadership Capstone,M,LDR_4000,4000
201610,1132,COM,University Seminar,M,COM_1001,1001
201710,1132,COM,University Seminar,M,COM_1001,1001
201910,1132,EGE,Fund. Of Eng. Design Projects,M,EGE_1001,1001
201410,1133,LDR,Leadership Capstone,DL,LDR_4000,4000
201610,1133,COM,University Seminar,M,COM_1001,1001
201710,1133,COM,University Seminar,M,COM_1001,1001
201910,1133,EGE,Fund. Of Eng. Design Projects,M,EGE_1001,1001
201610,1134,COM,University Seminar,M,COM_1001,1001
201710,1134,COM,University Seminar,M,COM_1001,1001
201910,1134,EGE,Fund. Of Eng. Design Projects,M,EGE_1001,1001
201410,1135,MCO,Media Com Soc,M,MCO_1003,1003
201610,1135,COM,University Seminar,M,COM_1001,1001
201710,1135,COM,University Seminar,M,COM_1001,1001
201910,1135,EGE,Fund. Of Eng. Design Projects,M,EGE_1001,1001
201410,1136,MCO,Intro to Video Production,M,MCO_2003,2003
201610,1136,BME,Biochemistry for Engineers Lab,M,BME_2101,2101
201710,1136,BME,Biochemistry for Engineers Lab,M,BME_2101,2101
201810,1136,BME,Biochemistry for Engineers Lab,M,BME_2101,2101
201410,1137,MCO,Video Editing,M,MCO_3303,3303
201610,1137,BME,Biochemistry for Engineers Lab,M,BME_2101,2101
201710,1137,BME,Biochemistry for Engineers Lab,M,BME_2101,2101
201810,1137,BME,Biochemistry for Engineers Lab,M,BME_2101,2101
201610,1138,BME,Biochemistry for Engineers,M,BME_2103,2103
201710,1138,BME,Biochemistry for Engineers,M,BME_2103,2103
201810,1138,BME,Biochemistry for Engineers,M,BME_2103,2103
201410,1139,MCO,Social Media,M,MCO_3633,3633
201610,1139,BME,Biomedical Best Practices,M,BME_3002,3002
201710,1139,BME,Biomedical Best Practices,M,BME_3002,3002
201810,1139,BME,Biomedical Best Practices,M,BME_3002,3002
201410,1140,MCO,Adv. Writing for Television,M,MCO_3713,3713
201410,1141,MCO,Media Communication Internship,M,MCO_3913,3913
201610,1141,COM,English Composition,M,COM_1103,1103
201710,1141,COM,English Composition,M,COM_1103,1103
201410,1142,MCO,Special Topics TV Video Film,M,MCO_4073,4073
201410,1143,MCO,Production Practicum,M,MCO_4933,4933
201610,1143,COM,English Composition,M,COM_1103,1103
201710,1143,COM,English Composition,M,COM_1103,1103
201610,1144,BME,Biomechanics Lab,M,BME_3301,3301
201710,1144,BME,Biomechanics Lab,M,BME_3301,3301
201810,1144,BME,Biomechanics Lab,M,BME_3301,3301
201410,1145,PSY,Introductory Psychology,M,PSY_1213,1213
201610,1145,COM,English Composition,M,COM_1103,1103
201710,1145,COM,English Composition,M,COM_1103,1103
201410,1146,PSY,Introductory Psychology,M,PSY_1213,1213
201610,1146,BME,Biomechanics Lab,M,BME_3301,3301
201710,1146,BME,Biomechanics Lab,M,BME_3301,3301
201810,1146,BME,Biomechanics Lab,M,BME_3301,3301
201610,1147,COM,English Composition,M,COM_1103,1103
201710,1147,COM,English Composition,M,COM_1103,1103
201810,1147,COM,College Composition,M,COM_1103,1103
201410,1148,PSY,Industrial Psychology,OL,PSY_3313,3313
201610,1148,BME,Introduction to Biomechanics,M,BME_3303,3303
201710,1148,BME,Introduction to Biomechanics,M,BME_3303,3303
201810,1148,BME,Introduction to Biomechanics,M,BME_3303,3303
201910,1148,EGE,Engineering Materials I,M,EGE_1023,1023
201410,1149,PSY,Sensation and Perception,M,PSY_3413,3413
201610,1149,BME,BME Projects 1,M,BME_4013,4013
201710,1149,BME,BME Projects 1,M,BME_4013,4013
201810,1149,BME,BME Projects 1,M,BME_4013,4013
201910,1149,EGE,Engineering Materials I,M,EGE_1023,1023
201610,1150,COM,English Composition,M,COM_1103,1103
201710,1150,COM,English Composition,M,COM_1103,1103
201810,1150,COM,College Composition,M,COM_1103,1103
201910,1150,EGE,Engin Computer App Lab,M,EGE_1102,1102
201410,1151,PSY,Social Psychology,M,PSY_3623,3623
201610,1151,BME,Foundations of Medical Imaging,M,BME_4103,4103
201710,1151,BME,Foundations of Medical Imaging,M,BME_4103,4103
201810,1151,BME,Foundations of Medical Imaging,M,BME_4103,4103
201910,1151,EGE,Engin Computer App Lab,M,EGE_1102,1102
201410,1152,PSY,Int/Sr Project,M,PSY_4113,4113
201610,1152,COM,English Composition,M,COM_1103,1103
201710,1152,COM,English Composition,M,COM_1103,1103
201810,1152,COM,College Composition,M,COM_1103,1103
201910,1152,EGE,Statics,M,EGE_2013,2013
