year,term,college_id,crn,course_name,dept,campus,course_num,num
2013,Spring,4,4094,Basic Organic Chemistry Lab,CHM,M,CHM_2321,2321
2014,Spring,2,4094,ART: Special Topics,ART,M,ART_5994,5994
2013,Spring,1,4095,Directed Study in Tech,TIE,M,TIE_4913,4913
2014,Spring,n/a,4095,Industrial Operations Research,IOE,M,IOE_4454,4454
2014,Spring,n/a,4096,Industrial and Engr Finance,IOE,M,IOE_4653,4653
2013,Spring,3,4097,Dir Study (Finance),MGT,M,MGT_6213,6213
2014,Spring,1,4097,Grad Dir Study - Mech Engr,EME,M,EME_6991,6991
2014,Spring,4,4098,Statistics 1,MCS,M,MCS_2113,2113
2013,Spring,1,4099,Directed Study in Tech,TIE,M,TIE_4913,4913
2014,Spring,2,4099,Arch Des Studio 5,ARC,M,ARC_4114,4114
2013,Spring,1,4100,Directed Study in Tech,TIE,M,TIE_4913,4913
2014,Spring,3,4100,Dir Study - MIS,MIS,M,MIS_6213,6213
2013,Spring,1,4101,Grad Dir Study - Mech Engr,EME,M,EME_6991,6991
2014,Spring,1,4101,DEMS Dissertation,EME,M,EME_8003,8003
2013,Spring,1,4102,Grad Dir Study - Mech Engr,EME,M,EME_6993,6993
2014,Spring,4,4102,Technical and Prof Comm,COM,M,COM_2103,2103
2013,Spring,1,4103,Grad Dir Study - Mech Engr,EME,M,EME_6993,6993
2014,Spring,4,4103,Topics in Computer Science,MCS,M,MCS_5993,5993
2016,Spring,4,4103,Adv. Writing for Television,MCO,M,MCO_3713,3713
2017,Spring,4,4103,Adv. Writing for Television,MCO,M,MCO_3713,3713
2013,Spring,1,4104,Automotive Manufacturing,EME,M,EME_6343,6343
2014,Spring,1,4104,DEMS Dissertation,EME,M,EME_8006,8006
2014,Spring,1,4105,DE Mech Engr Dissertation,DIS,M,DIS_8613,8613
2016,Spring,4,4105,Human Sexuality,PSY,M,PSY_2343,2343
2017,Spring,4,4105,Human Sexuality,PSY,M,PSY_2343,2343
2013,Spring,1,4106,C++,GCF,FH,GCF_2013,2013
2014,Spring,3,4106,Principles of Management,MGT,M,MGT_2203,2203
2016,Spring,4,4106,Sport Psychology,PSY,M,PSY_2393,2393
2017,Spring,4,4106,Sport Psychology,PSY,M,PSY_2393,2393
2013,Spring,1,4107,Calculus,GCM,FH,GCM_2114,2114
2014,Spring,1,4107,Grad Dir Study - Mech Engr,EME,M,EME_6991,6991
2013,Spring,1,4108,Comm. in Manufacturing,GCL,FH,GCL_2013,2013
2014,Spring,4,4108,Foundations of American Exp,SSC,M,SSC_2413,2413
2014,Spring,4,4109,Independent Study in Chemistry,CHM,M,CHM_4941,4941
2013,Spring,4,4110,Int/Sr Project,PSY,M,PSY_4113,4113
2014,Spring,1,4110,Dir Study in ME,EME,M,EME_4993,4993
2014,Spring,1,4111,Dir Study in ME,EME,M,EME_4993,4993
2013,Spring,1,4112,Master Thesis,EME,M,EME_6912,6912
2016,Spring,4,4112,Development of American Exp,SSC,M,SSC_2423,2423
2014,Spring,1,4113,Entrpnrl. Mindset for Eng.,EGE,M,EGE_2233,2233
2016,Spring,4,4113,Development of American Exp,SSC,M,SSC_2423,2423
2017,Spring,4,4113,Development of American Exp,SSC,M,SSC_2423,2423
2014,Spring,3,4114,Operations Management,MGT,OL,MGT_3113,3113
2013,Spring,4,4115,Tech Communication Practicum,COM,M,COM_7203,7203
2014,Spring,3,4115,Systems Analysis and Design,INT,M,INT_6123,6123
2014,Spring,1,4116,Grad Dir Study - Mech Engr,EME,M,EME_6993,6993
2013,Spring,n/a,4117,Directed Study - GLM,GLM,M,GLM_6213,6213
2014,Spring,2,4117,Integrated Design 2,ARC,M,ARC_2126,2126
2013,Spring,4,4118,Directed Study in Psychology,PSY,M,PSY_4991,4991
2014,Spring,2,4118,Research Methods,ARC,OL,ARC_5013,5013
2016,Spring,4,4118,Ethics,SSC,M,SSC_3723,3723
2013,Spring,3,4119,Dir Study - Mgt,MGT,M,MGT_6213,6213
2014,Spring,n/a,4119,Computer Applications for Ed.,MET,OL,MET_6203,6203
2016,Spring,2,4119,TD Studio 2C,ATD,M,ATD_1924,1924
2017,Spring,2,4119,TD Studio 2C,ATD,M,ATD_1924,1924
2013,Spring,1,4120,Graduate Directed Study,ECE,M,ECE_5913,5913
2014,Spring,4,4120,Topics in MA/CS,MCS,M,MCS_4993,4993
2016,Spring,2,4120,Digital Surface 2,ATD,M,ATD_2823,2823
2017,Spring,2,4120,Digital Surface 2,ATD,M,ATD_2823,2823
2014,Spring,4,4121,Game Development,MCS,M,MCS_3573,3573
2016,Spring,2,4121,TD Studio 6I,ATD,M,ATD_3726,3726
2017,Spring,2,4121,TD Studio 6I,ATD,M,ATD_3726,3726
2016,Spring,2,4122,TD Studio 8T,ATD,M,ATD_4526,4526
2017,Spring,2,4122,TD Studio 8T,ATD,M,ATD_4526,4526
2014,Spring,2,4123,Ecological Issues,ARC,OL,ARC_5423,5423
2013,Spring,4,4124,Intro Phys Princip,PHY,M,PHY_1154,1154
2014,Spring,1,4124,Directed Study in Tech,TIE,M,TIE_4913,4913
2016,Spring,2,4124,PD Methodology 2,IDD,M,IDD_1223,1223
2017,Spring,2,4124,PD Methodology 2,IDD,M,IDD_1223,1223
2013,Spring,4,4125,Collaborative Research Proj 2,MCS,M,MCS_7033,7033
2014,Spring,1,4125,Directed Study in Tech,TIE,PLY,TIE_4913,4913
2016,Spring,2,4125,ID Studio 4,IDD,M,IDD_2226,2226
2017,Spring,2,4125,ID Studio 4,IDD,M,IDD_2226,2226
2013,Spring,2,4126,Special Topics,ARC,DTN,ARC_5882,5882
2014,Spring,4,4126,Intro to Comp Applications,MCS,M,MCS_1003,1003
2016,Spring,2,4126,Virtual Visualization 2,IDD,M,IDD_2223,2223
2017,Spring,2,4126,Virtual Visualization 2,IDD,M,IDD_2223,2223
2013,Spring,1,4127,Master Thesis,EME,M,EME_6912,6912
2016,Spring,2,4127,IDC B,ATD,M,ATD_3626,3626
2017,Spring,2,4127,IDC B,ATD,M,ATD_3626,3626
2014,Spring,2,4128,Independent Study,ARC,M,ARC_6883,6883
2013,Spring,2,4129,ART: Special Topics,ART,M,ART_2993,2993
2014,Spring,2,4129,Independent Study,ARC,M,ARC_6883,6883
2013,Spring,3,4130,Dir Study - MIS,MIS,M,MIS_6213,6213
2014,Spring,2,4130,Independent Study,ARC,M,ARC_6882,6882
2013,Spring,3,4131,Directed Practical Training I,MIS,M,MIS_6231,6231
2014,Spring,1,4131,Special Topics in AE,EAE,M,EAE_3991,3991
2016,Spring,3,4131,Technical Infrastructure,INT,M,INT_3203,3203
2013,Spring,4,4132,Organizational Psychology,PSY,OL,PSY_3323,3323
2014,Spring,1,4132,Introduction to Engineering,EGE,UHS,EGE_1012,1012
2016,Spring,3,4132,Database Design & Implem.,INT,M,INT_3803,3803
2014,Spring,2,4133,Allied Des:Sustain Arc,ARC,M,ARC_4224,4224
2016,Spring,3,4133,Telecommunications & Networks,INT,M,INT_4013,4013
2017,Spring,3,4133,Computer Networks II,INT,M,INT_4013,4013
2014,Spring,4,4134,Leadership Capstone,LDR,DL,LDR_4000,4000
2016,Spring,3,4134,Enterprise IT Infrastructure,INT,M,INT_6143,6143
2013,Spring,1,4135,Directed Study in Tech,TIE,M,TIE_4913,4913
2014,Spring,1,4135,Mech Engineer Graphics,EME,DHS,EME_2012,2012
2016,Spring,3,4135,Emerging Technologies,INT,OL,INT_7213,7213
2017,Spring,3,4135,Emerging Technologies,INT,OL,INT_7213,7213
2013,Spring,1,4136,Dir Study in ME,EME,M,EME_4991,4991
2014,Spring,4,4136,University Physics 1 Lab,PHY,M,PHY_2421,2421
2016,Spring,3,4136,Enterprise Systems Security,INT,M,INT_7223,7223
2017,Spring,3,4136,Enterprise Systems Security,INT,M,INT_7223,7223
2013,Spring,1,4137,Dir Study in ME,EME,M,EME_4991,4991
2014,Spring,4,4137,College Physics 1 Lab,PHY,M,PHY_2221,2221
2016,Spring,3,4137,Disaster Rec & Bus Continuity,INT,M,INT_7243,7243
2017,Spring,3,4137,Disaster Rec & Bus Continuity,INT,M,INT_7243,7243
2013,Spring,2,4138,Thesis 1,ARC,M,ARC_6514,6514
2014,Spring,4,4138,Development of American Exp,SSC,M,SSC_2423,2423
2013,Spring,3,4139,Introduction to Business Law,MGT,UHS,MGT_2113,2113
2014,Spring,4,4139,Directed Study MA/CS,MCS,M,MCS_4981,4981
2016,Spring,3,4139,Digital Marketing,MBA,M,MBA_7073,7073
2013,Spring,4,4140,Audio for TV and Video Prod.,MCO,UHS,MCO_3513,3513
2014,Spring,4,4140,Intermediate Intensive Grammar,ESL,M,ESL_00132,00132
2013,Spring,1,4141,Introduction to Engineering,EGE,UHS,EGE_1012,1012
2014,Spring,4,4141,Senior Thesis in Social Scienc,SSC,M,SSC_4903,4903
2016,Spring,3,4141,International Trade,MGT,M,MGT_3033,3033
2017,Spring,3,4141,International Trade,MGT,M,MGT_3033,3033
2013,Spring,4,4142,Introductory Psychology,PSY,UHS,PSY_1213,1213
2014,Spring,1,4142,Thermodynamics,EGE,M,EGE_3003,3003
2013,Spring,2,4143,EM3,ARC,OL,ARC_4833,4833
2014,Spring,1,4143,Fluid Mechanics,EME,M,EME_3123,3123
2014,Spring,1,4144,Mechanics of Materials,EME,M,EME_3013,3013
2013,Spring,4,4145,Audio for TV and Video Prod.,MCO,UHS,MCO_3513,3513
2014,Spring,4,4145,University Physics 1 Lab,PHY,M,PHY_2421,2421
2013,Spring,4,4146,Audio for TV and Video Prod.,MCO,UHS,MCO_3513,3513
2014,Spring,4,4146,College Physics 1 Lab,PHY,M,PHY_2221,2221
2013,Spring,1,4147,Graduate Directed Study,ECE,M,ECE_5912,5912
2014,Spring,4,4147,Study Abroad Special Topics,SAP,SA,SAP_2994,2994
2013,Spring,4,4148,Directed Study MA/CS,MCS,M,MCS_4981,4981
2016,Spring,3,4148,Applied Decision Analysis,MGT,M,MGT_4113,4113
2017,Spring,3,4148,Applied Decision Analysis,MGT,M,MGT_4113,4113
2013,Spring,4,4149,Biology 1 Laboratory,BIO,M,BIO_1221,1221
2016,Spring,3,4149,Principles of Marketing,MKT,M,MKT_2013,2013
2017,Spring,3,4149,Principles of Marketing,MKT,M,MKT_2013,2013
2014,Spring,4,4150,Directed Study MA/CS,MCS,M,MCS_4983,4983
2016,Spring,3,4150,Consumer Behavior,MKT,M,MKT_4013,4013
2017,Spring,3,4150,Consumer Behavior,MKT,M,MKT_4013,4013
2013,Spring,2,4151,Visual Commun 1,ARC,M,ARC_1213,1213
2013,Spring,2,4152,Basic Design 1,ART,M,ART_1113,1113
2014,Spring,3,4153,Independent Study in Mgmt,MGT,M,MGT_4093,4093
2016,Spring,3,4153,Project Risk & Quality Mgmt,MBA,OL,MBA_7173,7173
2013,Spring,4,4154,English Fundamentals,COM,M,COM_0094,0094
2014,Spring,4,4154,Dir Stud in Lang and Lit,LLT,M,LLT_4993,4993
2016,Spring,4,4154,Introduction to C,MCS,OL,MCS_1142,1142
2017,Spring,4,4154,Introduction to C,MCS,OL,MCS_1142,1142
2013,Spring,4,4155,Senior Project 2,MCS,M,MCS_4843,4843
2014,Spring,2,4155,IDC B (Honors),ATD,M,ATD_3626,3626
2013,Spring,1,4156,Hydromechanics,ECE,M,ECE_3523,3523
2014,Spring,2,4156,Environment Graphics Studio I,ART,M,ART_5514,5514
2013,Spring,1,4157,Master Thesis,EME,M,EME_6913,6913
2014,Spring,2,4157,ARI Special Topics,ARI,M,ARI_5994,5994
2013,Spring,1,4158,Directed Study in Tech,TIE,LCC,TIE_4913,4913
2014,Spring,4,4158,Intermediate Intensive Writing,ESL,M,ESL_00532,00532
2013,Spring,1,4159,Dir Study in ME,EME,M,EME_4993,4993
2014,Spring,4,4159,Directed Study in Psychology,PSY,M,PSY_4991,4991
2013,Spring,1,4160,Dir Study in ME,EME,M,EME_4993,4993
2014,Spring,4,4160,Directed Study in Soc Science,SSC,M,SSC_4993,4993
2013,Spring,1,4161,Grad Dir Study - Mech Engr,EME,M,EME_6991,6991
2014,Spring,1,4161,DC/AC Circuits,TEE,FH,TEE_3103,3103
2013,Spring,3,4162,Dir Study - Mgt,MGT,M,MGT_6213,6213
2014,Spring,3,4162,Dir Study - Mgt,MGT,M,MGT_6211,6211
2013,Spring,2,4163,Practicum,ATD,M,ATD_2832,2832
2014,Spring,1,4163,Dir Study in ME,EME,M,EME_4991,4991
2013,Spring,4,4164,Speech,COM,DHS,COM_2113,2113
2014,Spring,1,4164,Dir Study in ME,EME,M,EME_4991,4991
2013,Spring,1,4165,Mech Engineer Graphics,EME,DHS,EME_2012,2012
2014,Spring,3,4165,Strategic Marketing Management,MBA,TOR,MBA_6053,6053
2013,Spring,1,4166,Biomedical Eng. Directed Study,BME,M,BME_4991,4991
2014,Spring,2,4166,Allied Design:Urban Des,ARC,M,ARC_4264,4264
2013,Spring,1,4167,Directed Study in Tech,TIE,M,TIE_4913,4913
2014,Spring,1,4167,DE Mech Engr Dissertation,DIS,M,DIS_8613,8613
2013,Spring,1,4168,DE Mech Engr Dissertation,DIS,M,DIS_8613,8613
2014,Spring,1,4168,DE Mech Engr Dissertation,DIS,M,DIS_8613,8613
2013,Spring,4,4169,Leadership Capstone,LDR,DL,LDR_4000,4000
2013,Spring,1,4170,Mech Sys 2: HVAC,EAE,M,EAE_4613,4613
2014,Spring,1,4170,Directed Study in Tech,TIE,M,TIE_4913,4913
2013,Spring,1,4171,AEIDS 3:Mechanical,EAE,M,EAE_4024,4024
2014,Spring,1,4171,Directed Study in Tech,TIE,M,TIE_4911,4911
2013,Spring,1,4172,DE Mech Engr Dissertation,DIS,M,DIS_8613,8613
2014,Spring,1,4172,Directed Study in Tech,TIE,M,TIE_4913,4913
2013,Spring,3,4173,Analysis and Design,MIS,M,MIS_6123,6123
2014,Spring,n/a,4173,Aerospace Systems Engineering,MSE,M,MSE_5143,5143
2016,Spring,4,4173,Probability & Statistics,MCS,M,MCS_3403,3403
2017,Spring,4,4173,Probability & Statistics,MCS,M,MCS_3403,3403
2013,Spring,n/a,4174,Indus. Manuf. Proc.,IOE,M,IOE_3023,3023
2014,Spring,4,4174,Directed Study in Physics,PHY,M,PHY_4991,4991
2016,Spring,4,4174,Topics in Computer Science,MCS,M,MCS_5993,5993
2017,Spring,4,4174,Topics in Computer Science,MCS,M,MCS_5993,5993
2013,Spring,1,4175,DE Mech Engr Dissertation,DIS,M,DIS_8613,8613
2016,Spring,2,4175,Visual Communication 1,ARC,M,ARC_1213,1213
2013,Spring,2,4176,Elect Method I,ARC,OL,ARC_2813,2813
2016,Spring,2,4176,Integrated Design 1,ARC,M,ARC_2116,2116
2017,Spring,2,4176,Integrated Design 1,ARC,M,ARC_2116,2116
2013,Spring,2,4177,Thesis 2,ARC,M,ARC_6524,6524
2013,Spring,2,4178,Directed Study,ARC,M,ARC_3013,3013
2016,Spring,2,4178,Integrated Design 4,ARC,M,ARC_3126,3126
2013,Spring,4,4179,Directed Study MA/CS,MCS,M,MCS_4983,4983
2013,Spring,4,4180,Directed Study MA/CS,MCS,M,MCS_4983,4983
2013,Spring,4,4181,Directed Study MA/CS,MCS,M,MCS_4983,4983
2013,Spring,4,4182,Senior Thesis in Social Scienc,SSC,M,SSC_4903,4903
2016,Spring,2,4182,Advanced Design Studio 2,ARC,M,ARC_5824,5824
2013,Spring,4,4183,Directed Study MA/CS,MCS,M,MCS_4982,4982
2013,Spring,4,4185,Topics in MA/CS,MCS,M,MCS_4993,4993
2013,Spring,1,4187,Grad ECE Special Topic,EEE,M,EEE_5924,5924
2013,Spring,1,4188,Intro to Bioinstrumentation,BME,M,BME_3103,3103
2013,Spring,1,4189,Directed Study in EE,EEE,M,EEE_4912,4912
2013,Spring,1,4190,Architectural Acoustics,EAE,M,EAE_4623,4623
2013,Spring,4,4191,Introductory Psychology,PSY,UHS,PSY_1213,1213
2016,Spring,4,4191,Geometry in Art,MCS,M,MCS_1254,1254
2017,Spring,4,4191,Geometry in Art,MCS,M,MCS_1254,1254
2013,Spring,4,4192,Topics in Computer Science,MCS,M,MCS_5993,5993
2013,Spring,4,4193,Directed Study MA/CS,MCS,M,MCS_4982,4982
2016,Spring,4,4193,Beginning Intensive Test Prep,ESL,M,ESL_00612,00612
2013,Spring,1,4194,Directed Study in EE,EEE,M,EEE_4911,4911
2016,Spring,2,4194,ARC: Special Topics,ARC,OL,ARC_6003,6003
2013,Spring,2,4195,IAGS3,ARI,M,ARI_5124,5124
2016,Spring,2,4195,ARC: Special Topics,ARC,OL,ARC_6003,6003
2013,Spring,1,4196,Electronics (Honors),EEE,M,EEE_3314,3314
2013,Spring,4,4197,Linear Algebra,MCS,DHS,MCS_3863,3863
2016,Spring,2,4200,Prin & Prac of Urban Design,ARC,M,ARC_5912,5912
2017,Spring,2,4200,Prin & Prac of Urban Design,ARC,M,ARC_5912,5912
2016,Spring,2,4201,Typography,ART,M,ART_2413,2413
2017,Spring,2,4201,Typography,ART,M,ART_2413,2413
2016,Spring,1,4206,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2017,Spring,1,4206,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2016,Spring,2,4230,Comprehensive Design,ARC,OL,ARC_5126,5126
2016,Spring,1,4236,Ph.D in Civil Eng Dissertation,DIS,M,DIS_8716,8716
2016,Spring,1,4238,Mechanical Vibrations,EME,M,EME_5213,5213
2016,Spring,1,4239,Fatigue Analysis,EME,M,EME_6113,6113
2017,Spring,1,4239,Fatigue Analysis,EME,M,EME_6113,6113
2016,Spring,1,4246,Special Topics in CE,ECE,OL,ECE_5923,5923
2017,Spring,1,4246,Special Topics in CE,ECE,OL,ECE_5923,5923
2016,Spring,1,4249,Fundamentals of Acoustics,EME,M,EME_6213,6213
2017,Spring,1,4249,Fundamentals of Acoustics,EME,M,EME_6213,6213
2016,Spring,4,4252,Development of American Exp,SSC,M,SSC_2423,2423
2017,Spring,4,4252,Development of American Exp,SSC,M,SSC_2423,2423
2016,Spring,4,4259,University Physics 2,PHY,M,PHY_2423,2423
2017,Spring,4,4259,University Physics 2,PHY,M,PHY_2423,2423
2016,Spring,4,4260,University Physics 2,PHY,M,PHY_2423,2423
2017,Spring,4,4260,University Physics 2,PHY,M,PHY_2423,2423
2016,Spring,1,4264,Intro to ECE,EEE,M,EEE_1001,1001
2017,Spring,1,4264,Intro to ECE,EEE,M,EEE_1001,1001
2016,Spring,4,4281,Geometry in Art,MCS,M,MCS_1254,1254
2016,Spring,4,4282,University Physics 2,PHY,M,PHY_2423,2423
2016,Spring,4,4283,University Physics 2 Lab,PHY,M,PHY_2431,2431
2017,Spring,4,4283,University Physics 2 Lab,PHY,M,PHY_2431,2431
2016,Spring,4,4287,Senior Research Project 2,PSY,M,PSY_4922,4922
2017,Spring,4,4287,Senior Research Project 2,PSY,M,PSY_4922,4922
2016,Spring,4,4288,Intermediate Intensive Grammar,ESL,M,ESL_00132,00132
2016,Spring,4,4290,Advanced Intensive Reading,ESL,M,ESL_00252,00252
2016,Spring,4,4291,Intermediate Intensive Convers,ESL,M,ESL_00432,00432
2016,Spring,4,4292,Advanced Intensive Conversatio,ESL,M,ESL_00452,00452
2016,Spring,4,4301,University Physics 2 Lab,PHY,M,PHY_2431,2431
2017,Spring,4,4301,University Physics 2 Lab,PHY,M,PHY_2431,2431
2016,Spring,1,4303,Digital Communications,EEE,M,EEE_5444,5444
2016,Spring,4,4313,Computer Science 1,MCS,M,MCS_1514,1514
2017,Spring,4,4313,Computer Science 1,MCS,M,MCS_1514,1514
2016,Spring,3,4317,Leadership and Teamwork,MSL,M,MSL_2022,2022
2016,Spring,4,4320,English Composition,COM,M,COM_1103,1103
2017,Spring,4,4320,English Composition,COM,M,COM_1103,1103
2016,Spring,4,4321,English Composition,COM,M,COM_1103,1103
2017,Spring,4,4321,English Composition,COM,M,COM_1103,1103
2016,Spring,4,4326,Advanced Intensive Writing,ESL,M,ESL_00552,00552
2016,Spring,1,4334,Sustainable Construction Pract,ECE,M,ECE_5113,5113
2016,Spring,4,4343,Intro to Math Analysis 1,MCS,M,MCS_1214,1214
2017,Spring,4,4343,Intro to Math Analysis 1,MCS,M,MCS_1214,1214
2016,Spring,1,4346,Ph.D in Civil Eng Dissertation,DIS,M,DIS_8716,8716
2016,Spring,3,4351,Enterprise IT Infrastructure,INT,OL,INT_6143,6143
2017,Spring,3,4351,Enterprise IT Infrastructure,INT,OL,INT_6143,6143
2016,Spring,1,4363,Digital Communications,EEE,M,EEE_5444,5444
2017,Spring,1,4363,Digital Communications,EEE,M,EEE_5444,5444
2016,Spring,1,4369,Ph.D in Civil Eng Dissertation,DIS,M,DIS_8719,8719
2016,Spring,4,4376,Topics in Computer Science,MCS,M,MCS_5993,5993
2016,Spring,4,4387,In-Depth Cell Bio Lab,BIO,M,BIO_4812,4812
2017,Spring,4,4387,In-Depth Cell Bio Lab,BIO,M,BIO_4812,4812
2016,Spring,2,4397,IAGS3,ARI,DET,ARI_5124,5124
2016,Spring,2,4406,Independent Study,ARC,M,ARC_6884,6884
2017,Spring,2,4406,Independent Study,ARC,M,ARC_6884,6884
2016,Spring,4,4407,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Spring,4,4407,World Masterpieces 1,LLT,M,LLT_1213,1213
2016,Spring,4,4411,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Spring,4,4411,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Spring,4,4415,Differential Equations,MCS,M,MCS_2423,2423
2016,Spring,3,4418,Global Business Economics,MBA,TAC,MBA_6023,6023
2016,Spring,3,4419,Managing a Global Workforce,MBA,TAC,MBA_7053,7053
2016,Spring,1,4421,Doctoral Qualifying Exam,DIS,M,DIS_8000,8000
2016,Spring,1,4423,DBA Dissertation 1 Proposal,DIS,M,DIS_8113,8113
2016,Spring,1,4425,DBA Dissertation 3,DIS,M,DIS_8133,8133
2016,Spring,1,4426,DBA Dissertation 4,DIS,M,DIS_8143,8143
2016,Spring,1,4427,DBA Dissertation 5,DIS,M,DIS_8153,8153
2016,Spring,1,4428,DBA Dissertation 6,DIS,M,DIS_8163,8163
2016,Spring,1,4429,DBA Dissertation 7,DIS,M,DIS_8173,8173
2016,Spring,1,4430,DBA Dissertation 8,DIS,M,DIS_8183,8183
2016,Spring,1,4439,Doctoral Research Continuation,DIS,M,DIS_8900,8900
2016,Spring,3,4440,Enterprise Systems Security,INT,OL,INT_7223,7223
2016,Spring,3,4441,Visual Analytics,INT,M,INT_7253,7253
2017,Spring,3,4441,Visual Analytics,INT,M,INT_7253,7253
2016,Spring,3,4442,International Finance,MBA,M,MBA_7023,7023
2016,Spring,3,4443,Managing a Global Workforce,MBA,DL,MBA_7053,7053
2017,Spring,3,4443,Managing a Global Workforce,MBA,DL,MBA_7053,7053
2016,Spring,3,4447,Intro. Bus. Prog. Visual Basic,INT,M,INT_2114,2114
2017,Spring,3,4447,Fund of Prog for Business,INT,M,INT_2114,2114
2016,Spring,3,4451,Global Strategic Management,MBA,TAC,MBA_6073,6073
2016,Spring,2,4452,Interaction Design Studio 2,ART,M,ART_2253,2253
2016,Spring,3,4456,Introduction to Business Law,MGT,DHS,MGT_2113,2113
2016,Spring,4,4457,Developmental Psychology,PSY,DHS,PSY_2613,2613
2016,Spring,4,4461,Differential Equations,MCS,DHS,MCS_2423,2423
2016,Spring,3,4462,Managerial Accounting,ACC,MTC,ACC_6003,6003
2016,Spring,3,4463,Human Resource Management,MBA,MTC,MBA_6013,6013
2016,Spring,4,4465,Advanced Intensive Reading,ESL,M,ESL_00252,00252
2016,Spring,4,4466,Document Design,COM,M,COM_3473,3473
2016,Spring,4,4467,Technical Editing,COM,M,COM_3543,3543
2016,Spring,4,4468,Interpersonal and Nonverb Comm,COM,M,COM_3553,3553
2016,Spring,4,4469,Seminar in Communications,COM,M,COM_4963,4963
2016,Spring,2,4470,Practicum,ATD,M,ATD_2832,2832
2016,Spring,4,4471,Adv. Pub. Design,COM,M,COM_6473,6473
2016,Spring,4,4472,Communicating Across Cultures,COM,M,COM_6493,6493
2016,Spring,4,4473,Technical and Prof Editing,COM,M,COM_6543,6543
2016,Spring,4,4474,Advanced Interpersonal Comm,COM,M,COM_6553,6553
2016,Spring,4,4476,Broadcast Studio Technique,MCO,M,MCO_3613,3613
2016,Spring,4,4477,Industrial Economics,SSC,M,SSC_3513,3513
2016,Spring,4,4478,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4479,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4480,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4481,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4482,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4483,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4484,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4485,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Spring,4,4493,University Physics 1,PHY,M,PHY_2413,2413
2017,Spring,4,4493,University Physics 1,PHY,M,PHY_2413,2413
2016,Spring,4,4494,Analytical Mechanics,PHY,M,PHY_3414,3414
2016,Spring,4,4496,Calculus 1,MCS,M,MCS_1414,1414
2017,Spring,4,4496,Calculus 1,MCS,M,MCS_1414,1414
2016,Spring,4,4497,Calculus 1,MCS,M,MCS_1414,1414
2017,Spring,4,4497,Calculus 1,MCS,M,MCS_1414,1414
2016,Spring,4,4499,Calculus 2,MCS,M,MCS_1424,1424
2017,Spring,4,4499,Calculus 2,MCS,M,MCS_1424,1424
2016,Spring,4,4501,Calculus 2,MCS,M,MCS_1424,1424
2017,Spring,4,4501,Calculus 2,MCS,M,MCS_1424,1424
2016,Spring,4,4502,Calculus 2,MCS,M,MCS_1424,1424
2017,Spring,4,4502,Calculus 2,MCS,M,MCS_1424,1424
2016,Spring,4,4503,Calculus 2,MCS,M,MCS_1424,1424
2017,Spring,4,4503,Calculus 2,MCS,M,MCS_1424,1424
2016,Spring,4,4505,Statistics,MCS,M,MCS_2124,2124
2017,Spring,4,4505,Statistics,MCS,M,MCS_2124,2124
2017,Spring,4,4506,Calculus 3,MCS,M,MCS_2414,2414
2016,Spring,2,4507,Practice Portfolio,ARC,OL,ARC_6833,6833
2017,Spring,2,4507,Practice Portfolio,ARC,OL,ARC_6833,6833
2016,Spring,2,4508,ID Thesis 1,ARI,M,ARI_6514,6514
2016,Spring,4,4510,Advanced Intensive Writing,ESL,M,ESL_00552,00552
2016,Spring,4,4511,Intermediate Intensive Reading,ESL,M,ESL_00232,00232
2016,Spring,1,4512,Music for Audio Engr Tech 2,TAS,PLY,TAS_1033,1033
2016,Spring,1,4513,Engineering Mechanics,TME,M,TME_3113,3113
2017,Spring,1,4513,Engineering Mechanics,TME,M,TME_3113,3113
2016,Spring,1,4514,Techno-Metrics,TIE,M,TIE_5013,5013
2017,Spring,1,4514,Techno-Metrics,TIE,M,TIE_5013,5013
2016,Spring,4,4515,Basic Algebra,MCS,M,MCS_0044,0044
2017,Spring,4,4515,Basic Algebra,MCS,M,MCS_0044,0044
2016,Spring,1,4516,Foundations of Mech. Engr.,EME,M,EME_1011,1011
2017,Spring,1,4516,Foundations of Mech. Engr.,EME,M,EME_1011,1011
2016,Spring,1,4517,Foundations of Mech. Engr.,EME,M,EME_1011,1011
2017,Spring,1,4517,Foundations of Mech. Engr.,EME,M,EME_1011,1011
2016,Spring,1,4518,Engineering Graphics,EIE,M,EIE_2012,2012
2017,Spring,1,4518,Engineering Graphics,EIE,M,EIE_2012,2012
2016,Spring,1,4519,Indus. Manuf. Proc.,EIE,M,EIE_3023,3023
2017,Spring,1,4519,Indus. Manuf. Proc.,EIE,M,EIE_3023,3023
