year,term,college_id,crn,course_name,dept,campus,course_num,num
2014,Summer,4,4169,Dir Stud in Lang and Lit,LLT,M,LLT_00,00
2014,Summer,2,5208,Directed Study,ARC,M,ARC_00,00
2014,Fall,4,1001,English Fundamentals,COM,M,COM_0094,0094
2016,Fall,1,1001,Music for Audio Engr Tech 1,TAS,PLY,TAS_1013,1013
2017,Fall,1,1001,Music for Audio Engr Tech 1,TAS,PLY,TAS_1013,1013
2018,Fall,1,1001,Music for Audio Engr Tech 1,TAS,PLY,TAS_1013,1013
2019,Fall,1,1001,Music for Audio Engr Tech 1,TAS,PLY,TAS_1013,1013
2014,Fall,4,1002,English Fundamentals,COM,M,COM_0094,0094
2019,Fall,1,1002,Audio System Integration,TAS,PLY,TAS_4133,4133
2014,Fall,4,1003,English Fundamentals,COM,M,COM_0094,0094
2016,Fall,1,1003,Audio Principles 1,TAS,PLY,TAS_2033,2033
2019,Fall,1,1003,Surveying,TCE,M,TCE_2073,2073
2014,Fall,4,1004,English Fundamentals,COM,M,COM_0094,0094
2019,Fall,1,1004,Specifications and Regulations,TCE,M,TCE_2143,2143
2014,Fall,4,1005,English eLab,COM,DL,COM_00100,00100
2016,Fall,1,1005,Audio System Integration,TAS,PLY,TAS_4133,4133
2017,Fall,1,1005,Audio System Integration,TAS,PLY,TAS_4133,4133
2018,Fall,1,1005,Audio System Integration,TAS,PLY,TAS_4133,4133
2014,Fall,4,1006,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1006,Surveying,TCE,M,TCE_2073,2073
2017,Fall,1,1006,Surveying,TCE,M,TCE_2073,2073
2018,Fall,1,1006,Surveying,TCE,M,TCE_2073,2073
2019,Fall,1,1006,Construction Safety,TCE,M,TCE_4113,4113
2014,Fall,4,1007,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1007,Specifications and Regulations,TCE,M,TCE_2143,2143
2017,Fall,1,1007,Specifications and Regulations,TCE,M,TCE_2143,2143
2018,Fall,1,1007,Specifications and Regulations,TCE,M,TCE_2143,2143
2019,Fall,1,1007,Const Contracts & Legalities,TCE,M,TCE_4213,4213
2014,Fall,4,1008,University Seminar,COM,M,COM_1001,1001
2019,Fall,1,1008,Electronics 1,TEE,M,TEE_2033,2033
2014,Fall,4,1009,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1009,Green Building Technology,TCE,M,TCE_4093,4093
2017,Fall,1,1009,Green Building Technology,TCE,M,TCE_4093,4093
2018,Fall,1,1009,Green Building Technology,TCE,M,TCE_4093,4093
2019,Fall,1,1009,Electronics 3,TEE,M,TEE_2093,2093
2014,Fall,4,1010,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1010,Construction Safety,TCE,M,TCE_4113,4113
2017,Fall,1,1010,Construction Safety,TCE,M,TCE_4113,4113
2018,Fall,1,1010,Construction Safety,TCE,M,TCE_4113,4113
2019,Fall,1,1010,DC/AC Circuits,TEE,M,TEE_3103,3103
2014,Fall,4,1011,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1011,Const Contracts & Legalities,TCE,M,TCE_4213,4213
2017,Fall,1,1011,Const Contracts & Legalities,TCE,M,TCE_4213,4213
2018,Fall,1,1011,Const Contracts & Legalities,TCE,M,TCE_4213,4213
2019,Fall,1,1011,Transduc & Instrument,TEE,M,TEE_4224,4224
2014,Fall,4,1012,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1012,Electronics 1,TEE,M,TEE_2033,2033
2017,Fall,1,1012,Electronics 1,TEE,M,TEE_2033,2033
2018,Fall,1,1012,Electronics 1,TEE,M,TEE_2033,2033
2019,Fall,1,1012,MFG ENG Processes,TIE,M,TIE_3063,3063
2014,Fall,4,1013,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1013,Electronics 3,TEE,M,TEE_2093,2093
2017,Fall,1,1013,Electronics 3,TEE,M,TEE_2093,2093
2018,Fall,1,1013,Electronics 3,TEE,M,TEE_2093,2093
2019,Fall,1,1013,Eng Econ Analysis,TIE,M,TIE_3163,3163
2014,Fall,4,1014,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1014,DC/AC Circuits,TEE,M,TEE_3103,3103
2017,Fall,1,1014,DC/AC Circuits,TEE,M,TEE_3103,3103
2018,Fall,1,1014,DC/AC Circuits,TEE,M,TEE_3103,3103
2014,Fall,4,1015,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1015,Transduc & Instrument,TEE,M,TEE_4224,4224
2017,Fall,1,1015,Transduc & Instrument,TEE,M,TEE_4224,4224
2018,Fall,1,1015,Transduc & Instrument,TEE,M,TEE_4224,4224
2019,Fall,1,1015,Senior Project,TIE,M,TIE_4115,4115
2014,Fall,4,1016,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1016,MFG ENG Processes,TIE,M,TIE_3063,3063
2017,Fall,1,1016,MFG ENG Processes,TIE,M,TIE_3063,3063
2018,Fall,1,1016,MFG ENG Processes,TIE,M,TIE_3063,3063
2019,Fall,1,1016,Engineering Mechanics,TME,M,TME_3113,3113
2014,Fall,4,1017,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1017,Eng Econ Analysis,TIE,M,TIE_3163,3163
2017,Fall,1,1017,Eng Econ Analysis,TIE,M,TIE_3163,3163
2018,Fall,1,1017,Eng Econ Analysis,TIE,M,TIE_3163,3163
2019,Fall,1,1017,Six Sigma 1,TME,M,TME_3333,3333
2014,Fall,4,1018,Essential Mathematics,MCS,M,MCS_0035,0035
2016,Fall,1,1018,Tech. Project Mgmt,TIE,M,TIE_3203,3203
2017,Fall,1,1018,Tech. Project Mgmt,TIE,M,TIE_3203,3203
2018,Fall,1,1018,Tech. Project Mgmt,TIE,M,TIE_3203,3203
2019,Fall,1,1018,Engineering Materials,TME,M,TME_4103,4103
2014,Fall,4,1019,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1019,Senior Project,TIE,M,TIE_4115,4115
2017,Fall,1,1019,Senior Project,TIE,M,TIE_4115,4115
2018,Fall,1,1019,Senior Project,TIE,M,TIE_4115,4115
2019,Fall,1,1019,Lean Manufacturing,TME,M,TME_4413,4413
2014,Fall,4,1020,Basic Algebra,MCS,M,MCS_0044,0044
2016,Fall,1,1020,Engineering Mechanics,TME,M,TME_3113,3113
2017,Fall,1,1020,Engineering Mechanics,TME,M,TME_3113,3113
2018,Fall,1,1020,Engineering Mechanics,TME,M,TME_3113,3113
2019,Fall,4,1020,Basic Composition,COM,M,COM_0094,0094
2014,Fall,4,1021,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1021,Six Sigma 1,TME,M,TME_3333,3333
2017,Fall,1,1021,Six Sigma 1,TME,M,TME_3333,3333
2018,Fall,1,1021,Six Sigma 1,TME,M,TME_3333,3333
2019,Fall,1,1021,CE Perspectives,ECE,M,ECE_1011,1011
2014,Fall,4,1022,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1022,Engineering Materials,TME,M,TME_4103,4103
2017,Fall,1,1022,Engineering Materials,TME,M,TME_4103,4103
2018,Fall,1,1022,Engineering Materials,TME,M,TME_4103,4103
2019,Fall,1,1022,Surveying and Land Measurement,ECE,M,ECE_1013,1013
2014,Fall,4,1023,Algebra Concepts,MCS,M,MCS_0051,0051
2016,Fall,1,1023,Lean Manufacturing,TME,M,TME_4413,4413
2017,Fall,1,1023,Lean Manufacturing,TME,M,TME_4413,4413
2018,Fall,1,1023,Lean Manufacturing,TME,M,TME_4413,4413
2019,Fall,1,1023,CE Computer Graphics Lab,ECE,M,ECE_1101,1101
2016,Fall,4,1024,English Fundamentals,COM,M,COM_0094,0094
2017,Fall,4,1024,English Fundamentals,COM,M,COM_0094,0094
2018,Fall,4,1024,Basic Composition,COM,M,COM_0094,0094
2019,Fall,1,1024,CAD Infrastructure Planning,ECE,M,ECE_2103,2103
2014,Fall,4,1025,Algebra Concepts,MCS,M,MCS_0051,0051
2016,Fall,1,1025,CE Perspectives,ECE,M,ECE_1011,1011
2017,Fall,1,1025,CE Perspectives,ECE,M,ECE_1011,1011
2018,Fall,1,1025,CE Perspectives,ECE,M,ECE_1011,1011
2019,Fall,1,1025,Mech of Mat'ls for CE,ECE,M,ECE_3013,3013
2014,Fall,4,1026,University Seminar,COM,M,COM_1001,1001
2016,Fall,1,1026,Surveying and Land Measurement,ECE,M,ECE_1013,1013
2017,Fall,1,1026,Surveying and Land Measurement,ECE,M,ECE_1013,1013
2018,Fall,1,1026,Surveying and Land Measurement,ECE,M,ECE_1013,1013
2019,Fall,1,1026,Environmental Engineering,ECE,M,ECE_3324,3324
2014,Fall,4,1027,University Studies Seminar,COM,M,COM_1002,1002
2016,Fall,1,1027,CE Computer Graphics Lab,ECE,M,ECE_1101,1101
2017,Fall,1,1027,CE Computer Graphics Lab,ECE,M,ECE_1101,1101
2018,Fall,1,1027,CE Computer Graphics Lab,ECE,M,ECE_1101,1101
2019,Fall,4,1027,Speech,COM,M,COM_2113,2113
2014,Fall,4,1028,Algebra Concepts,MCS,M,MCS_0051,0051
2016,Fall,1,1028,CE Computer Applications Lab,ECE,M,ECE_1102,1102
2019,Fall,1,1028,Soil Mechanics,ECE,M,ECE_3424,3424
2016,Fall,4,1029,English Fundamentals,COM,M,COM_0094,0094
2017,Fall,4,1029,English Fundamentals,COM,M,COM_0094,0094
2019,Fall,1,1029,Hydromechanics,ECE,M,ECE_3523,3523
2014,Fall,4,1030,Precalculus,MCS,M,MCS_0074,0074
2016,Fall,1,1030,CAD Infrastructure Planning,ECE,M,ECE_2103,2103
2017,Fall,1,1030,CAD Infrastructure Planning,ECE,M,ECE_2103,2103
2018,Fall,1,1030,CAD Infrastructure Planning,ECE,M,ECE_2103,2103
2019,Fall,1,1030,Theory of Structures,ECE,M,ECE_3723,3723
2014,Fall,4,1031,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1031,Mech of Mat'ls for CE,ECE,M,ECE_3013,3013
2017,Fall,1,1031,Mech of Mat'ls for CE,ECE,M,ECE_3013,3013
2018,Fall,1,1031,Mech of Mat'ls for CE,ECE,M,ECE_3013,3013
2019,Fall,1,1031,Transportation Engineering,ECE,M,ECE_3823,3823
2014,Fall,4,1032,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1032,Construction Engineering,ECE,M,ECE_3213,3213
2014,Fall,4,1033,College Algebra,MCS,M,MCS_0083,0083
2016,Fall,1,1033,Environmental Engineering,ECE,M,ECE_3324,3324
2017,Fall,1,1033,Environmental Engineering,ECE,M,ECE_3324,3324
2018,Fall,1,1033,Environmental Engineering,ECE,M,ECE_3324,3324
2019,Fall,4,1033,Basic Composition,COM,M,COM_0094,0094
2014,Fall,4,1034,Trigonometry,MCS,M,MCS_0093,0093
2016,Fall,4,1034,Speech,COM,M,COM_2113,2113
2017,Fall,4,1034,Speech,COM,M,COM_2113,2113
2018,Fall,4,1034,Speech,COM,M,COM_2113,2113
2019,Fall,1,1034,CE Design Project 1,ECE,M,ECE_4022,4022
2014,Fall,4,1035,Trigonometry,MCS,M,MCS_0093,0093
2014,Fall,4,1036,Tech Math I,MCS,M,MCS_1113,1113
2016,Fall,1,1036,Soil Mechanics,ECE,M,ECE_3424,3424
2017,Fall,1,1036,Soil Mechanics,ECE,M,ECE_3424,3424
2018,Fall,1,1036,Soil Mechanics,ECE,M,ECE_3424,3424
2019,Fall,1,1036,Construction Project Manage.,ECE,M,ECE_4243,4243
2014,Fall,4,1037,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1037,Hydromechanics,ECE,M,ECE_3523,3523
2017,Fall,1,1037,Hydromechanics,ECE,M,ECE_3523,3523
2018,Fall,1,1037,Hydromechanics,ECE,M,ECE_3523,3523
2019,Fall,1,1037,Cost Est Bid & Contracting,ECE,M,ECE_4263,4263
2014,Fall,4,1038,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1038,Theory of Structures,ECE,M,ECE_3723,3723
2017,Fall,1,1038,Theory of Structures,ECE,M,ECE_3723,3723
2018,Fall,1,1038,Theory of Structures,ECE,M,ECE_3723,3723
2019,Fall,1,1038,Foundation Engineering,ECE,M,ECE_4443,4443
2014,Fall,4,1039,Tech Math I,MCS,M,MCS_1113,1113
2016,Fall,1,1039,Transportation Engineering,ECE,M,ECE_3823,3823
2017,Fall,1,1039,Transportation Engineering,ECE,M,ECE_3823,3823
2018,Fall,1,1039,Transportation Engineering,ECE,M,ECE_3823,3823
2019,Fall,1,1039,Hydraulic Engineering,ECE,M,ECE_4544,4544
2014,Fall,4,1040,English Composition,COM,M,COM_1103,1103
2017,Fall,1,1040,CE Design Competition 1,ECE,M,ECE_4011,4011
2018,Fall,1,1040,CE Design Competition 1,ECE,M,ECE_4011,4011
2019,Fall,1,1040,Concrete Design,ECE,M,ECE_4743,4743
2014,Fall,4,1041,Tech Math I,MCS,M,MCS_1113,1113
2016,Fall,4,1041,English Fundamentals,COM,M,COM_0094,0094
2017,Fall,4,1041,English Fundamentals,COM,M,COM_0094,0094
2018,Fall,4,1041,Basic Composition,COM,M,COM_0094,0094
2019,Fall,1,1041,Highway Engineering,ECE,M,ECE_4843,4843
2014,Fall,4,1042,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1042,CE Design Project 1,ECE,M,ECE_4022,4022
2017,Fall,1,1042,CE Design Project 1,ECE,M,ECE_4022,4022
2018,Fall,1,1042,CE Design Project 1,ECE,M,ECE_4022,4022
2014,Fall,4,1043,Tech Math 2,MCS,M,MCS_1123,1123
2016,Fall,1,1043,Ethics and Professional Issues,ECE,M,ECE_4051,4051
2017,Fall,1,1043,Ethics and Professional Issues,ECE,M,ECE_4051,4051
2018,Fall,1,1043,Ethics and Professional Issues,ECE,M,ECE_4051,4051
2014,Fall,4,1044,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1044,Construction Project Manage.,ECE,M,ECE_4243,4243
2017,Fall,1,1044,Construction Project Manage.,ECE,M,ECE_4243,4243
2018,Fall,1,1044,Construction Project Manage.,ECE,M,ECE_4243,4243
2014,Fall,4,1045,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1045,Cost Est Bid & Contracting,ECE,M,ECE_4263,4263
2017,Fall,1,1045,Cost Est Bid & Contracting,ECE,M,ECE_4263,4263
2018,Fall,1,1045,Cost Est Bid & Contracting,ECE,M,ECE_4263,4263
2019,Fall,1,1045,Principles of Design-Build,ECE,OL,ECE_5213,5213
2014,Fall,4,1046,English Composition,COM,M,COM_1103,1103
2016,Fall,4,1046,Speech,COM,M,COM_2113,2113
2019,Fall,1,1046,Graduate Directed Study,ECE,M,ECE_5913,5913
2014,Fall,4,1047,English Composition (Honors),COM,M,COM_1103,1103
2016,Fall,1,1047,Foundation Engineering,ECE,M,ECE_4443,4443
2017,Fall,1,1047,Foundation Engineering,ECE,M,ECE_4443,4443
2018,Fall,1,1047,Foundation Engineering,ECE,M,ECE_4443,4443
2019,Fall,1,1047,Graduate Directed Study,ECE,M,ECE_5913,5913
2014,Fall,4,1048,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1048,Hydraulic Engineering,ECE,M,ECE_4544,4544
2017,Fall,1,1048,Hydraulic Engineering,ECE,M,ECE_4544,4544
2018,Fall,1,1048,Hydraulic Engineering,ECE,M,ECE_4544,4544
2019,Fall,1,1048,Graduate Directed Study,ECE,M,ECE_5913,5913
2014,Fall,4,1049,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1049,Hydrology,ECE,M,ECE_4563,4563
2019,Fall,1,1049,Graduate Directed Study,ECE,M,ECE_5913,5913
2014,Fall,4,1050,Voice and Articulation,COM,M,COM_1111,1111
2016,Fall,1,1050,Concrete Design,ECE,M,ECE_4743,4743
2017,Fall,1,1050,Concrete Design,ECE,M,ECE_4743,4743
2018,Fall,1,1050,Concrete Design,ECE,M,ECE_4743,4743
2014,Fall,4,1051,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1052,Technical and Prof Comm,COM,M,COM_2103,2103
2016,Fall,1,1052,Highway Engineering,ECE,M,ECE_4843,4843
2017,Fall,1,1052,Highway Engineering,ECE,M,ECE_4843,4843
2018,Fall,1,1052,Highway Engineering,ECE,M,ECE_4843,4843
2014,Fall,4,1053,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1054,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1055,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1056,Technical and Prof Comm,COM,M,COM_2103,2103
2016,Fall,1,1056,Principles of Design-Build,ECE,M,ECE_5213,5213
2017,Fall,1,1056,Principles of Design-Build,ECE,M,ECE_5213,5213
2018,Fall,1,1056,Principles of Design-Build,ECE,OL,ECE_5213,5213
2014,Fall,4,1057,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1058,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1059,Speech,COM,M,COM_2113,2113
2014,Fall,4,1060,Speech,COM,M,COM_2113,2113
2014,Fall,4,1062,Research Principles and Method,COM,M,COM_3453,3453
2014,Fall,4,1064,Seminar in Communications,COM,M,COM_4963,4963
2014,Fall,4,1065,Seminar in Communications,COM,M,COM_4963,4963
2017,Fall,1,1066,Graduate Directed Study,ECE,M,ECE_5913,5913
2014,Fall,4,1067,Res Methods and Appl,COM,M,COM_6453,6453
2014,Fall,4,1068,Communicating Across Cultures,COM,M,COM_6493,6493
2014,Fall,4,1069,Special Topics,COM,M,COM_7103,7103
2014,Fall,4,1070,Creative Writing,CRW,M,CRW_2513,2513
2014,Fall,4,1071,Beginning Intensive Grammar,ESL,M,ESL_00112,00112
2014,Fall,4,1072,Intermediate Intensive Grammar,ESL,M,ESL_00132,00132
2014,Fall,4,1073,Advanced Intensive Grammar,ESL,M,ESL_00152,00152
2014,Fall,4,1074,Beginning Intensive Reading,ESL,M,ESL_00212,00212
2014,Fall,4,1075,Intermediate Intensive Reading,ESL,M,ESL_00232,00232
2014,Fall,4,1076,Advanced Intensive Reading,ESL,OL,ESL_00252,00252
2014,Fall,4,1077,Beginning Intensive Listening,ESL,M,ESL_00312,00312
2017,Fall,1,1077,Graduate Project,ECE,M,ECE_6053,6053
2014,Fall,4,1078,Intermediate Intensive Listen,ESL,M,ESL_00332,00332
2014,Fall,4,1079,Advanced Intensive Listening,ESL,M,ESL_00352,00352
2014,Fall,4,1080,Beginning Intensive Conversati,ESL,M,ESL_00412,00412
2019,Fall,1,1080,Advanced Audio Principles 1,TAS,PLY,TAS_3013,3013
2014,Fall,4,1081,Intermediate Intensive Convers,ESL,M,ESL_00432,00432
2019,Fall,4,1081,Basic Composition,COM,M,COM_0094,0094
2014,Fall,4,1082,Advanced Intensive Conversatio,ESL,M,ESL_00452,00452
2016,Fall,1,1082,Thesis 1,ECE,M,ECE_6073,6073
2014,Fall,4,1083,Beginning Intensive Writing,ESL,M,ESL_00512,00512
2019,Fall,1,1083,CO-OP Practicum I,ECO,M,ECO_3001,3001
2014,Fall,4,1084,Intermediate Intensive Writing,ESL,M,ESL_00532,00532
2014,Fall,4,1085,Advanced Intensive Writing,ESL,M,ESL_00552,00552
2019,Fall,1,1085,CO-OP Practicum III,ECO,M,ECO_4001,4001
2019,Fall,1,1087,Co-op Practicum II,TCO,M,TCO_3101,3101
2014,Fall,4,1088,Advanced Intensive TOEFL Prep,ESL,M,ESL_00652,00652
2016,Fall,1,1088,Thesis 1,ECE,M,ECE_6073,6073
2014,Fall,4,1089,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,4,1090,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,4,1091,World Masterpieces 1,LLT,M,LLT_1213,1213
2016,Fall,1,1091,Thesis 2,ECE,M,ECE_6083,6083
2014,Fall,4,1092,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,1,1092,Biomedical Best Practices,BME,M,BME_3002,3002
2014,Fall,4,1093,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,1,1093,Biomechanics Lab,BME,M,BME_3301,3301
2014,Fall,4,1094,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,1,1094,Biomechanics Lab,BME,M,BME_3301,3301
2014,Fall,4,1095,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,4,1095,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1096,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,1,1096,Introduction to Biomechanics,BME,M,BME_3303,3303
2014,Fall,4,1097,World Masterpieces 2,LLT,M,LLT_1223,1223
2016,Fall,1,1097,Thesis 2,ECE,M,ECE_6083,6083
2019,Fall,1,1097,BME Projects 1,BME,M,BME_4013,4013
2014,Fall,4,1098,World Masterpieces 2(Honors),LLT,M,LLT_1223,1223
2019,Fall,4,1098,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1099,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,1,1099,Foundations of Medical Imaging,BME,M,BME_4103,4103
2014,Fall,4,1100,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1100,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1101,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1101,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1102,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1102,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1103,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,1,1103,Tissue Engineering,BME,M,BME_4803,4803
2014,Fall,4,1104,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1104,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1105,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1105,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1106,Medieval and Renaissance Lit.,LLT,M,LLT_3413,3413
2019,Fall,1,1106,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2016,Fall,1,1107,Advanced Audio Principles 1,TAS,PLY,TAS_3013,3013
2017,Fall,1,1107,Advanced Audio Principles 1,TAS,PLY,TAS_3013,3013
2018,Fall,1,1107,Advanced Audio Principles 1,TAS,PLY,TAS_3013,3013
2019,Fall,4,1107,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1108,Am. Lit: Contact to Civil War,LLT,M,LLT_3443,3443
2016,Fall,4,1108,English Fundamentals,COM,M,COM_0094,0094
2017,Fall,4,1108,English Fundamentals,COM,M,COM_0094,0094
2019,Fall,4,1108,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1109,Literature and Science,LLT,M,LLT_3623,3623
2016,Fall,4,1109,English Fundamentals,COM,M,COM_0094,0094
2017,Fall,4,1109,English Fundamentals,COM,M,COM_0094,0094
2019,Fall,1,1109,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2014,Fall,4,1110,Seminar in Literature,LLT,M,LLT_4513,4513
2016,Fall,4,1110,English Fundamentals,COM,M,COM_0094,0094
2017,Fall,4,1110,English Fundamentals,COM,M,COM_0094,0094
2018,Fall,4,1110,Basic Composition,COM,M,COM_0094,0094
2019,Fall,4,1110,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1111,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1111,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1111,University Seminar,COM,M,COM_1001,1001
2014,Fall,4,1112,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1112,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1112,University Seminar,COM,M,COM_1001,1001
2018,Fall,4,1112,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1112,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1113,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1113,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1113,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1113,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1114,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1114,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1114,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1114,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1115,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1115,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1115,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1115,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1116,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1116,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1116,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1116,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,4,1117,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1117,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1117,University Seminar,COM,M,COM_1001,1001
2014,Fall,4,1118,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1118,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1118,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1118,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,4,1119,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,1,1119,CO-OP Practicum I,ECO,M,ECO_3001,3001
2017,Fall,1,1119,CO-OP Practicum I,ECO,M,ECO_3001,3001
2018,Fall,1,1119,CO-OP Practicum I,ECO,M,ECO_3001,3001
2019,Fall,4,1119,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,4,1120,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,1,1120,CO-OP Practicum II,ECO,M,ECO_3101,3101
2017,Fall,1,1120,CO-OP Practicum II,ECO,M,ECO_3101,3101
2018,Fall,1,1120,CO-OP Practicum II,ECO,M,ECO_3101,3101
2019,Fall,4,1120,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,4,1121,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,1,1121,CO-OP Practicum III,ECO,M,ECO_4001,4001
2017,Fall,1,1121,CO-OP Practicum III,ECO,M,ECO_4001,4001
2018,Fall,1,1121,CO-OP Practicum III,ECO,M,ECO_4001,4001
2019,Fall,4,1121,World Masterpieces 1,LLT,M,LLT_1213,1213
2016,Fall,4,1122,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1122,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1122,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,4,1123,Leadership Seminar Series,LDR,M,LDR_3000,3000
2019,Fall,4,1123,World Masterpieces 1,LLT,M,LLT_1213,1213
2016,Fall,1,1124,Co-op Practicum II,TCO,M,TCO_3101,3101
2019,Fall,4,1124,World Masterpieces 2,LLT,M,LLT_1223,1223
2016,Fall,4,1125,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1125,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1126,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1127,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1128,World Masterpieces 2,LLT,M,LLT_1223,1223
2016,Fall,4,1129,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1129,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1129,World Masterpieces 2,LLT,M,LLT_1223,1223
2014,Fall,4,1130,Leadership Capstone,LDR,M,LDR_4000,4000
2019,Fall,4,1130,World Masterpieces 2,LLT,M,LLT_1223,1223
2014,Fall,4,1131,Leadership Capstone,LDR,M,LDR_4000,4000
2016,Fall,4,1131,University Seminar,COM,M,COM_1001,1001
